,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
08-03-2020 12:16,b'RT @NJDavidD: @evankirstel @BrendanCarrFCC @CenturyLink @DaveMichels @zkerravala @tdohrmann I predict everything will be good @evankirstel\xe2\x80\xa6',predict everything will good,0.2,0.2,,0.04,,,
30-04-2020 22:55,b'RT @sparklightcares: Shout out to our team in #Fargo who brought a hot dog truck to @EssentiaHealth to feed lunch to 580 health care worker\xe2\x80\xa6',Shout team Fargo brought truck feed lunch health care worker,0,0,,0,,,
30-04-2020 21:59,"b'Thank you for your generosity toward our incredible colleagues, @sparklightcares! They definitely appreciated the l\xe2\x80\xa6 https://t.co/4uZaB2dfW5'",Thank your generosity toward incredible colleagues They definitely appreciated https uZaB,0.05,0.033333333,,0.001666667,,,
30-04-2020 21:14,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Rexburg, Bois\xe2\x80\xa6 https://t.co/jXLoXf8y2o'",Sparklight experiencing outage impacting Boise nTop impacted areas Rexburg Bois https jXLoXf,0.16,0.54,,0.0864,,,
30-04-2020 21:14,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Boise, Meridi\xe2\x80\xa6 https://t.co/759v6j9mqf'",Sparklight experiencing outage impacting Boise nTop impacted areas Boise Meridi https,0,0,,0,,,
30-04-2020 19:00,"b""@sparklightcares Two weeks later and these problems are still happening almost daily. \n\nI expect we'll be gifted a\xe2\x80\xa6 https://t.co/zFHSDpwpOh""",weeks later these problems still happening almost daily expect gifted https zFHSDpwpOh,0,0,,0,,,
30-04-2020 14:53,"b'Ok @sparklightcares , other Cable internet companies are extending the no data cap until June, where are you at?'",other Cable internet companies extending data until June where,0.5,1,,0.5,,,
30-04-2020 13:45,"b'I will say, while initially I was hella frustrated with attempting to contact @sparklightcares after my internet we\xe2\x80\xa6 https://t.co/VNgUPtItFf'",will while initially hella frustrated with attempting contact after internet https VNgUPtItFf,0,0,,0,,,
30-04-2020 13:29,b'@ATT how many retweets for you to provide internet service to compete with @sparklightcares',many retweets provide internet service compete with,0.136363636,0.5,,0.068181818,,,
30-04-2020 13:18,b'RT @CableOne: Cable ONE is now Sparklight. Please visit us at @sparklightcares. https://t.co/GgAMbCePyK',Cable Sparklight Please visit https GgAMbCePyK,0.2,0.2,,0.04,,,
30-04-2020 13:18,b'RT @sparklightcares: 6 p.m. MST: This outage has been resolved and services have been restored. An unrelated issue is currently impacting c\xe2\x80\xa6',This outage been resolved services have been restored unrelated issue currently impacting,0,0,,0,,,
30-04-2020 13:18,"b'RT @sparklightcares: If you are in another area and continue to experience an issue with your service, please contact tech support at 1-877\xe2\x80\xa6'",another area continue experience issue with your service please contact tech support,0,0,,0,,,
30-04-2020 13:17,"b""RT @sparklightcares: We're aware of an outage impacting services to customers in multiple areas. This is causing high call volumes. We apol\xe2\x80\xa6""",aware outage impacting services customers multiple areas This causing high call volumes apol,0.05,0.033333333,,0.001666667,,,
30-04-2020 12:59,b'my favorite part about @sparklightcares is how my internet hasn\xe2\x80\x99t worked correctly for the last 4 days \xe2\x99\xa5\xef\xb8\x8f',favorite part about internet hasn worked correctly last days,0,0,,0,,,
30-04-2020 03:44,b'@tr3yseph @sparklightcares Lucky. I\xe2\x80\x99ll prob be in bed by time mines done',Lucky prob time mines done,0.8,1,,0.8,,,
30-04-2020 03:21,"b'@Jacob_Scholl @CenturyLink If you have @sparklightcares there, they are better than the average cable co. Still evi\xe2\x80\xa6 https://t.co/aJoEXyDEEt'",have there they better than average cable Still https aJoEXyDEEt,-0.022222222,0.488888889,,-0.010864198,,,
30-04-2020 03:14,b'@Wares_Erica @sparklightcares I hear ya. It\xe2\x80\x99s for sure faster than AT&amp;T at least. Mine is finally done.',hear sure faster than least Mine finally done,-0.6,0.8,,-0.48,,,
30-04-2020 03:13,b'@tr3yseph @sparklightcares That\xe2\x80\x99s what we\xe2\x80\x99re about to switch to. Just have to wait till the virus clears up or whatever.',That what about switch Just have wait till virus clears whatever,0,0.5,,0,,,
30-04-2020 02:37,"b'@Wares_Erica Oh I deff had to clear space too. I have @sparklightcares \xe2\x80\x9cup to\xe2\x80\x9d 200Mbps plan, but it usually runs in\xe2\x80\xa6 https://t.co/IoStpFHIGR'",deff clear space have Mbps plan usually runs https IoStpFHIGR,0,0,,0,,,
30-04-2020 02:33,"b""@sparklightcares hey Sparklight, here's an example of my internet speeds tonight...why am I paying for this? https://t.co/YYEeq10SaJ""",Sparklight here example internet speeds tonight paying this https YYEeq,0,0,,0,,,
30-04-2020 00:02,b'RT @sparklightcares: Update 4:45 p.m. MST: Services impacted by this outage are in the process of being restored. We appreciate your ongoin\xe2\x80\xa6',Update Services impacted this outage process being restored appreciate your ongoin,-0.132575758,0.708333333,,-0.093907828,,,
29-04-2020 23:16,b'@sparklightcares Thanks for the update! Took advantage of the downtime and took the fam out for a walk. It was stra\xe2\x80\xa6 https://t.co/ZiG81j3Ky5',Thanks update Took advantage downtime took walk stra https,0,0,,0,,,
29-04-2020 23:10,b'@sparklightcares I didn\xe2\x80\x99t miss the post. It was nearly an hour overdue. Phone lines and chat support were disabled\xe2\x80\xa6 https://t.co/fKZViZFpFt',didn miss post nearly hour overdue Phone lines chat support were disabled https fKZViZFpFt,0,0,,0,,,
29-04-2020 23:09,b'@TheDewce @sparklightcares Uh oh....',,0,0,,0,,,
29-04-2020 23:00,b'@sparklightcares Here in Oklahoma and our service is back up! Fairly quick response I was surprised expected it to\xe2\x80\xa6 https://t.co/EZEMnxqhBD',Here Oklahoma service back Fairly quick response surprised expected https EZEMnxqhBD,0.5,0.6,,0.3,,,
29-04-2020 22:57,"b""@sparklightcares I've been hung on by the 1(877) at least 15 times in the last hour for attempting to report an out\xe2\x80\xa6 https://t.co/8ftql9z3M3""",been hung least times last hour attempting report https ftql,0.65,0.7,,0.455,,,
29-04-2020 22:52,b'@sparklightcares Did you already furlough the person responsible for proactively communicating this kind of informa\xe2\x80\xa6 https://t.co/PaAFWSe69f',already furlough person responsible proactively communicating this kind informa https PaAFWSe,-0.8,1,,-0.8,,,
29-04-2020 22:49,b'@HorejsParker @DebraMMason1 @XxSigma79xX @sparklightcares Tennessee as well',Tennessee well,0,0,,0,,,
29-04-2020 22:46,"b""RT @sparklightcares: We're aware of an outage impacting services to customers in multiple areas. This is causing high call volumes. We apol\xe2\x80\xa6""",aware outage impacting services customers multiple areas This causing high call volumes apol,0,0,,0,,,
29-04-2020 22:45,"b""RT @sparklightcares: We're aware of an outage impacting services to customers in multiple areas. This is causing high call volumes. We apol\xe2\x80\xa6""",aware outage impacting services customers multiple areas This causing high call volumes apol,0.16,0.54,,0.0864,,,
29-04-2020 22:42,b'@alyssa73147590 @thebumski @sparklightcares @danbixby Thank you\xe2\x80\x94mine seems to be back as well :)',Thank mine seems back well,0,0,,0,,,
29-04-2020 22:41,b'@DebraMMason1 @XxSigma79xX @sparklightcares And Arizona',Arizona,0,0,,0,,,
29-04-2020 22:40,b'@ibrake4ants @thebumski @sparklightcares @danbixby Mine is back on! It was one for a minute then turned off and now it\xe2\x80\x99s on again',Mine back minute then turned again,0.5,1,,0.5,,,
29-04-2020 22:39,b'@sparklightcares why update only on Facebook? Why don\xe2\x80\x99t you update on Twitter also?',update only Facebook update Twitter also,0,0,,0,,,
29-04-2020 22:38,b'My WiFi (@sparklightcares) is out and I\xe2\x80\x99m really really glad I have unlimited data on my phone. I don\xe2\x80\x99t know if I could survive without it.',WiFi really really glad have unlimited data phone know could survive without,0,0.5,,0,,,
29-04-2020 22:36,b'@XxSigma79xX @sparklightcares Texas also out',Texas also,0,0.5,,0,,,
29-04-2020 22:35,b'@thebumski @sparklightcares @alyssa73147590 @danbixby Yes please! I don\xe2\x80\x99t even have a Facebook acct and don\xe2\x80\x99t plan on ever getting one',please even have Facebook acct plan ever getting,0,0.5,,0,,,
29-04-2020 22:33,b'@sparklightcares Copy paste is working I see \xf0\x9f\xa4\xa3',Copy paste working,0,0.5,,0,,,
29-04-2020 22:33,"b""RT @sparklightcares: We're aware of an outage impacting services to customers in multiple areas. This is causing high call volumes. We apol\xe2\x80\xa6""",aware outage impacting services customers multiple areas This causing high call volumes apol,0,0.5,,0,,,
29-04-2020 22:32,"b""@sparklightcares Please know my rural area needs Internet but I have NO way to report an outage as you won't take a call.""",Please know rural area needs Internet have report outage take call,0,0,,0,,,
29-04-2020 22:28,b'@sparklightcares @alyssa73147590 @danbixby Can you update here as well for those of us without Facebook?',update here well those without Facebook,0,0,,0,,,
29-04-2020 22:26,b'@sparklightcares the reason why I came here is because no one is taking our calls and we keep getting the random me\xe2\x80\xa6 https://t.co/fOQlRYgr36',reason came here because taking calls keep getting random https fOQlRYgr,0,0.5,,0,,,
29-04-2020 22:25,b'@sparklightcares In Oklahoma by the way if anyone is wondering.',Oklahoma anyone wondering,0.5,0.5,,0.25,,,
29-04-2020 22:25,b'@sparklightcares Yeah your phones arent even dialing in except for sales.  Someone goofed.  Connection came back mo\xe2\x80\xa6 https://t.co/RBlt66Rqb4',Yeah your phones arent even dialing except sales Someone goofed Connection came back https RBlt,0.281481481,0.62962963,,0.177229081,,,
29-04-2020 22:25,b'@sparklightcares @danbixby That number isn\xe2\x80\x99t working either we\xe2\x80\x99ve called like five numbers and none are working',That number working either called like five numbers none working,0,0.1,,0,,,
29-04-2020 22:25,"b""@sparklightcares Couldn't get through by phone, so I'm guessing it must be something widespread. Thanks for the update.""",Couldn through phone guessing must something widespread Thanks update,0,0,,0,,,
29-04-2020 22:24,"b""@sparklightcares what's going on.  Your phones arent working and outage seems to be very widespread.""",what going Your phones arent working outage seems very widespread,0,0,,0,,,
29-04-2020 22:24,b'@sparklightcares #sparklightcares internet is down in Jerseyville Illinois! Kids can\xe2\x80\x99t learn without access to the internet.',sparklightcares internet down Jerseyville Illinois Kids learn without access internet,0,0,,0,,,
29-04-2020 22:24,b'@sparklightcares Been down an hour before this tweet cannot call was in complete dark anxiety went thru the roof',Been down hour before this tweet cannot call complete dark anxiety went thru roof,0,0,,0,,,
29-04-2020 22:24,"b'@sparklightcares We\xe2\x80\x99ve tried calling many times, we weren\xe2\x80\x99t sure if it\xe2\x80\x99s because of our bill but we are currently o\xe2\x80\xa6 https://t.co/yLDCvZfqFY'",tried calling many times weren sure because bill currently https yLDCvZfqFY,0.8,1,,0.8,,,
29-04-2020 22:22,b'@sparklightcares is there an outage or something in the Natchez MS area? We are completely without internet service\xe2\x80\xa6 https://t.co/11PXWYVSz1',there outage something Natchez area completely without internet service https PXWYVSz,0.2,0.494444444,,0.098888889,,,
29-04-2020 22:22,"b""Yo @sparklightcares what's up with yalls service in Oklahoma?""",what with yalls service Oklahoma,0,0,,0,,,
29-04-2020 22:22,b'@LyricistUnscene @sparklightcares @jpo_598 I thought it must be \xe2\x80\x9cdown\xe2\x80\x9d as well?  The more charitable interpretation\xe2\x80\xa6 https://t.co/pKT2rcHyrK',thought must cdown well more charitable interpretation https rcHyrK,0.4,0.9,,0.36,,,
29-04-2020 22:22,b'@sparklightcares yeah in the middle of a show and son a game then poof nothing. Can\xe2\x80\x99t even call as I guess your cus\xe2\x80\xa6 https://t.co/02FPnGM9Kk',yeah middle show game then poof nothing even call guess your https FPnGM,0,0,,0,,,
03-05-2020 01:10,"b'My internet is so terrible right now, it can\xe2\x80\x99t even load its own website @sparklightcares'",internet terrible right even load website,0.4,0.4,,0.16,,,
03-05-2020 00:28,b'@sparklightcares thanks for the god awful internet',thanks awful internet,-0.051767677,0.513888889,,-0.026602834,,,
03-05-2020 00:21,b'@sparklightcares are data caps still being imposed right now?',data caps still being imposed right,0.318181818,0.5,,0.159090909,,,
03-05-2020 00:19,b'@sparklightcares Are there still data caps right now?',there still data caps right,-0.025,0.225,,-0.005625,,,
02-05-2020 23:21,b'@sparklightcares i spent 20 minutes on the phone with them and they said \xe2\x80\x9ceverything appears to be working correctl\xe2\x80\xa6 https://t.co/zyzyHYg19l',spent minutes phone with them they said ceverything appears working correctl https zyzyHYg,-0.025,0.225,,-0.005625,,,
02-05-2020 23:18,"b'RT @BoyersPatty: So proud of our fellow @ACAConnects member and Vice Chairman of @ACAConnects board of director, @MikeBowker of @sparklight\xe2\x80\xa6'",proud fellow member Vice Chairman board director,0,0,,0,,,
02-05-2020 22:30,"b'RT @BoyersPatty: So proud of our fellow @ACAConnects member and Vice Chairman of @ACAConnects board of director, @MikeBowker of @sparklight\xe2\x80\xa6'",proud fellow member Vice Chairman board director,0,0,,0,,,
02-05-2020 22:10,"b'So proud of our fellow @ACAConnects member and Vice Chairman of @ACAConnects board of director, @MikeBowker of\xe2\x80\xa6 https://t.co/UdlgMEva7E'",proud fellow member Vice Chairman board director https UdlgMEva,0.375,0.944444444,,0.354166667,,,
02-05-2020 20:11,b'@sparklightcares why do I have low band width?  Your product sucks.',have band width Your product sucks,0.2,0.4,,0.08,,,
02-05-2020 18:01,b'my favorite part about the 200mbps download speeds that i pay @sparklightcares for? \n\nit has to be the 0.44mbps dow\xe2\x80\xa6 https://t.co/bjdP1NJjuJ',favorite part about mbps download speeds that mbps https bjdP NJjuJ,0.5,0.5,,0.25,,,
02-05-2020 05:15,"b'RT @MATTatACA: Way to go, Alex @sparklightcares! #ACAConnects! https://t.co/NR9v9cv5Kr'",Alex ACAConnects https,0,0,,0,,,
02-05-2020 05:14,"b""RT @Cablefax: Let's hear it for Alex Morong of @sparklightcares! \xf0\x9f\x91\x8f Every Friday, Cablefax will salute men and women who are going above and\xe2\x80\xa6""",hear Alex Morong Every Friday Cablefax will salute women going above,0,0,,0,,,
02-05-2020 02:26,b'For the amount of money we are paying @sparklightcares the product should be better.',amount money paying product should better,0.2,0.2,,0.04,,,
05-05-2020 13:50,b'@sparklightcares you owe me a credit!!  You\xe2\x80\x99re internet SUCKS!!  Your customer service SUCKS!!!  Credit my account and fix my internet!!',credit internet SUCKS Your customer service SUCKS Credit account internet,0,0.5,,0,,,
05-05-2020 03:45,"b'I\xe2\x80\x99m sick of my internet provider.... I can\xe2\x80\x99t reach mixer so I can stream, also can\xe2\x80\x99t reach fortnite. @sparklightcares fix my internet!'",sick internet provider reach mixer stream also reach fortnite internet,0,0,,0,,,
05-05-2020 03:22,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Rexburg, Meri\xe2\x80\xa6 https://t.co/n5X5MBVH51'",Sparklight experiencing outage impacting Boise nTop impacted areas Rexburg Meri https MBVH,0.4,0.9,,0.36,,,
05-05-2020 02:24,b'@TessaMentus @sparklightcares are you sure they do??  (care)',sure they care,0,0,,0,,,
05-05-2020 01:14,"b'@TessaMentus @sparklightcares WOW, they said \xe2\x80\x9cWere sorry to hear, we\xe2\x80\x99ll be glad to look into that for you, but you\xe2\x80\xa6 https://t.co/qsqKPOvB7O'",they said cWere sorry hear glad look into that https qsqKPOvB,0.4,0.4,,0.16,,,
04-05-2020 23:54,b'@sparklightcares not a great start with your service. I took off of work today so I could be here for a tech to com\xe2\x80\xa6 https://t.co/18FKjL4Idd',great start with your service took work today could here tech https FKjL,-0.051767677,0.513888889,,-0.026602834,,,
04-05-2020 20:17,"b""RT @Cablefax: Cablefax is saluting men and women who are going above and beyond during the COVID-19 pandemic. Our first hero isn't just mak\xe2\x80\xa6""",Cablefax saluting women going above beyond during COVID pandemic first hero just,0.318181818,0.5,,0.159090909,,,
04-05-2020 20:03,"b""RT @Cablefax: Cablefax is saluting men and women who are going above and beyond during the COVID-19 pandemic. Our first hero isn't just mak\xe2\x80\xa6""",Cablefax saluting women going above beyond during COVID pandemic first hero just,-0.025,0.225,,-0.005625,,,
04-05-2020 19:46,"b""Cablefax is saluting men and women who are going above and beyond during the COVID-19 pandemic. Our first hero isn'\xe2\x80\xa6 https://t.co/kxLh6wgDWy""",Cablefax saluting women going above beyond during COVID pandemic first hero https kxLh wgDWy,-0.025,0.225,,-0.005625,,,
04-05-2020 19:39,"b'@sparklightcares My internet is constantly cutting out, I tried every online splution but none are working. This st\xe2\x80\xa6 https://t.co/QK8TQVsvU9'",internet constantly cutting tried every online splution none working This https TQVsvU,0,0,,0,,,
04-05-2020 16:30,b'@TessaMentus @sparklightcares God bless you and yours and stay safe',bless yours stay safe,0,0,,0,,,
04-05-2020 16:29,b'@sparklightcares I did... and after 30 minutes of being on hold they\xe2\x80\x99re sending the 3rd tech in 3 weeks.  Very discouraging.',after minutes being hold they sending tech weeks Very discouraging,0.375,0.944444444,,0.354166667,,,
04-05-2020 16:08,b'Another week of working at home and another day of sitting on hold with @sparklightcares because there is no Internet service.',Another week working home another sitting hold with because there Internet service,0.2,0.4,,0.08,,,
04-05-2020 12:36,b'@sparklightcares @sparklightcares Still out this AM and no status updates to be found....',Still this status updates found,0.5,0.5,,0.25,,,
04-05-2020 02:28,"b'Sparklight my cable &amp; internet are out, it\'s saying ""system data not ready ... We apologize for the inconvenience,\xe2\x80\xa6 https://t.co/3RFrGNMT1n'",Sparklight cable internet saying system data ready apologize inconvenience https RFrGNMT,0,0,,0,,,
04-05-2020 01:41,"b'@sparklightcares Update on internet/cable outage in Dyer Co., TN? ETA in support number says nothing???'",Update internet cable outage Dyer support number says nothing,0.16,0.54,,0.0864,,,
04-05-2020 00:27,b'@sparklightcares Thanks for letting me know! \xe2\x98\xba\xef\xb8\x8f',Thanks letting know,0.125,0.575,,0.071875,,,
07-05-2020 07:44,b'@sparklightcares Does this mean unlimited data for all plans is being extended? And what does enhancements mean?',Does this mean unlimited data plans being extended what does enhancements mean,0,0,,0,,,
07-05-2020 06:36,"b'RT @sparklightcares: To provide continued connectivity for those impacted by the COVID-19 pandemic, Sparklight is extending suspension of d\xe2\x80\xa6'",provide continued connectivity those impacted COVID pandemic Sparklight extending suspension,0,0,,0,,,
06-05-2020 22:53,"b'RT @sparklightcares: To provide continued connectivity for those impacted by the COVID-19 pandemic, Sparklight is extending suspension of d\xe2\x80\xa6'",provide continued connectivity those impacted COVID pandemic Sparklight extending suspension,0,0,,0,,,
06-05-2020 22:26,b'@sparklightcares Big Negative to Applying for the Texas location. #JasperTXDragsMinorities',Negative Applying Texas location JasperTXDragsMinorities,0.233333333,0.261111111,,0.060925926,,,
06-05-2020 20:33,"b'@sparklightcares seeing that you are the only company with good internet in Twin Falls, WHY The data  cap??? $40 ex\xe2\x80\xa6 https://t.co/iWk0WjIKli'",seeing that only company with good internet Twin Falls data https WjIKli,0,0,,0,,,
06-05-2020 18:25,b'Our #cable members @AlticeUSA @GetSpectrum @comcast &amp; @sparklightcares have extended their commitment to the @FCC K\xe2\x80\xa6 https://t.co/4Za0LJpGbP',cable members have extended their commitment https LJpGbP,0.375,0.5625,,0.2109375,,,
06-05-2020 17:21,b'@sparklightcares why the internet always down though?',internet always down though,0.233333333,0.261111111,,0.060925926,,,
06-05-2020 15:39,"b'We appreciate our member, @sparklightcares, for providing breakfast to our first responders and city staff this mor\xe2\x80\xa6 https://t.co/McYQaGiCad'",appreciate member providing breakfast first responders city staff this https McYQaGiCad,-0.0875,0.3375,,-0.02953125,,,
06-05-2020 15:32,"b'@sparklightcares Been trouble shooting for week now , and I get on the phone is ""yes sir there is an outage in your\xe2\x80\xa6 https://t.co/nM0mwYCDGK'",Been trouble shooting week phone there outage your https mwYCDGK,0,0,,0,,,
06-05-2020 12:34,b'don\xe2\x80\x99t listen to anything @sparklightcares says cause it\xe2\x80\x99s all \xf0\x9f\x90\x82\xf0\x9f\x92\xa9 the internet is horrible. i would rather run off hotspot',listen anything says cause internet horrible would rather hotspot,0,0,,0,,,
06-05-2020 04:33,b'I\xe2\x80\x99m really sick of the random outages @sparklightcares. Is it really too much to ask for my internet to actually work when I need it to?',really sick random outages really much internet actually work when need,0,0.5,,0,,,
06-05-2020 04:27,b'@sparklightcares sucks!!!!!!!!!',sucks,0,0,,0,,,
06-05-2020 04:27,b'Nobody use @sparklightcares #theysuck #refund #youarethieves',Nobody theysuck refund youarethieves,0.4,0.9,,0.36,,,
06-05-2020 01:43,b'@sparklightcares They were able to help me out. Thanks!',They were able help Thanks,0.4,0.7,,0.28,,,
10-03-2020 07:34,b'https://t.co/Hv8AigfdyR Sparklight Invests $600+ Million to Support Next Generation Technology',https AigfdyR Sparklight Invests Million Support Next Generation Technology,0,0,,0,,,
10-03-2020 02:36,b'SparkLight\xe2\x80\xa6',SparkLight,0,0,,0,,,
10-03-2020 01:05,b'Sparklight is #NowHiring a Senior Application Security Engineer in #PhoenixAZ. Visit https://t.co/aO5WuPkbKj to lea\xe2\x80\xa6 https://t.co/G6zzDOFBsw',Sparklight NowHiring Senior Application Security Engineer PhoenixAZ Visit https WuPkbKj https zzDOFBsw,0,0,,0,,,
09-03-2020 18:48,"b'RT @thesanasi: 3.WACOL\nNo physical address \nContact:0704761839\n\n4.SOAR \nAddress:3rd floor,Suite DC1, Apo sparklight mall,Opposite Living Fa\xe2\x80\xa6'",WACOL physical address nContact SOAR nAddress floor Suite sparklight mall Opposite Living,0.2,0.2,,0.04,,,
09-03-2020 18:34,"b'RT @thesanasi: 3.WACOL\nNo physical address \nContact:0704761839\n\n4.SOAR \nAddress:3rd floor,Suite DC1, Apo sparklight mall,Opposite Living Fa\xe2\x80\xa6'",WACOL physical address nContact SOAR nAddress floor Suite sparklight mall Opposite Living,0.2,0.2,,0.04,,,
09-03-2020 17:31,b'@lookner @AgendaFreeTV I wonder if it is about Afghanistan troop withdrawal?\n\nhttps://t.co/tv2md7DTJO',wonder about Afghanistan troop withdrawal nhttps DTJO,0,0,,0,,,
09-03-2020 16:00,"b'How could $3,000 help your students #DreamBigger? Visit https://t.co/kcvJOj6BU7 to enter to win a donation to fund\xe2\x80\xa6 https://t.co/tLUfl6ayMB'",could help your students DreamBigger Visit https kcvJOj enter donation fund https tLUfl ayMB,0.2,0.2,,0.04,,,
10-03-2020 12:47,b'Sparklight Invests $600+ Million to Support Next Generation Technology - https://t.co/ViXK3uJ71R',Sparklight Invests Million Support Next Generation Technology https ViXK,0,0,,0,,,
10-03-2020 22:35,b'@ACAConnects member Sparklight Invests $600+ Million to Support Next Generation Technology https://t.co/QMxTHIV2Cv\xe2\x80\xa6 https://t.co/H3cs2inEzY',member Sparklight Invests Million Support Next Generation Technology https QMxTHIV https inEzY,0,0,,0,,,
10-03-2020 19:50,"b'Sparklight is #nowhiring Account Executives in #LewistonIdaho, #McKinneyTexas,  #OdessaTexas and #NampaIdaho! Learn\xe2\x80\xa6 https://t.co/pvfQK3r2fW'",Sparklight nowhiring Account Executives LewistonIdaho McKinneyTexas OdessaTexas NampaIdaho Learn https pvfQK,0,0,,0,,,
10-03-2020 19:48,"b""Where others dont charge extra for unlimited data. Like in a day where competition is so tight, you'd think they'd\xe2\x80\xa6 https://t.co/7NVNd8j04l""",Where others dont charge extra unlimited data Like where competition tight think they https NVNd,0,0,,0,,,
10-03-2020 19:45,b'It always blows my mind that companies dont strive to be the best.. like Sparklight has all the resources to be the\xe2\x80\xa6 https://t.co/DQ5THwEiVK',always blows mind that companies dont strive best like Sparklight resources https THwEiVK,0,0,,0,,,
10-03-2020 19:33,"b'been sitting here for 2 hours just updating Ark, because @sparklightcares internet is so dam slow... seriously this\xe2\x80\xa6 https://t.co/1qd6Dwl60J'",been sitting here hours just updating because internet slow seriously this https,0.16,0.54,,0.0864,,,
14-03-2020 11:30,"b'Sparklight Makes Unlimited Data Available on All Internet Plans, Waive... https://t.co/vwGIrFfUrU'",Sparklight Makes Unlimited Data Available Internet Plans Waive https vwGIrFfUrU,0.125,0.575,,0.071875,,,
14-03-2020 08:09,"b'https://t.co/8dBD3geZ0w Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives Late Fe\xe2\x80\xa6 https://t.co/dllwMVlStE'",https Sparklight Makes Unlimited Data Available Internet Plans Days Waives Late https dllwMVlStE,0.392857143,0.517857143,,0.203443878,,,
14-03-2020 07:13,"b'Sparklight Makes Unlimited Data Available on All Internet\nPlans, Waives Late Fees for 30 Days During Coronavirus (C\xe2\x80\xa6 https://t.co/MnupTRsTel'",Sparklight Makes Unlimited Data Available Internet nPlans Waives Late Fees Days During Coronavirus https MnupTRsTel,0,0,,0,,,
14-03-2020 04:25,"b'RT @tacobobtx: @AjitPaiFCC I wish your office could ban Cable One/Sparklight, the most overpriced ISP I\xe2\x80\x99ve seen in years. :(\n\nAnd help AT&amp;T\xe2\x80\xa6'",wish your office could Cable Sparklight most overpriced seen years nAnd help,-0.125,0.375,,-0.046875,,,
14-03-2020 03:28,b'Evidently yes they will! Thank you @sparklightcares for doing this. \n\nhttps://t.co/V80AVFHZvZ https://t.co/ysGxv7gpz0',Evidently they will Thank doing this nhttps AVFHZvZ https ysGxv,0,0,,0,,,
14-03-2020 01:11,"b'CORRECTING and REPLACING Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives Late F\xe2\x80\xa6 https://t.co/jab2lgCqnI'",CORRECTING REPLACING Sparklight Makes Unlimited Data Available Internet Plans Days Waives Late https lgCqnI,0.065079365,0.412301587,,0.026832326,,,
14-03-2020 00:03,"b'CORRECTING and REPLACING Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives Late F\xe2\x80\xa6 https://t.co/7sJwT6X3hu'",CORRECTING REPLACING Sparklight Makes Unlimited Data Available Internet Plans Days Waives Late https sJwT,0,0,,0,,,
13-03-2020 23:45,"b'CORRECTING and REPLACING Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives Late Fe https://t.co/KhFAhKcpGq'",CORRECTING REPLACING Sparklight Makes Unlimited Data Available Internet Plans Days Waives Late https KhFAhKcpGq,0,0,,0,,,
13-03-2020 23:41,"b'@AjitPaiFCC I wish your office could ban Cable One/Sparklight, the most overpriced ISP I\xe2\x80\x99ve seen in years. :(\n\nAnd\xe2\x80\xa6 https://t.co/W5V07eSD6P'",wish your office could Cable Sparklight most overpriced seen years nAnd https,0,0,,0,,,
13-03-2020 23:29,"b'$CABO CORRECTING and REPLACING Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives https://t.co/SJJeRK6Etr'",CABO CORRECTING REPLACING Sparklight Makes Unlimited Data Available Internet Plans Days Waives https SJJeRK,0.1,0.383333333,,0.038333333,,,
13-03-2020 23:25,"b'CORRECTING and REPLACING Sparklight Makes Unlimited Data Available on All Internet Plans for 30 Days, Waives Late F\xe2\x80\xa6 https://t.co/uhxt9QI90C'",CORRECTING REPLACING Sparklight Makes Unlimited Data Available Internet Plans Days Waives Late https uhxt,0,0,,0,,,
13-03-2020 22:16,b'Get to downloading! \n\nhttps://t.co/Ngqazs2N7r',downloading nhttps Ngqazs,0,0,,0,,,
13-03-2020 22:14,b'@sparklightcares Please consider doing this. We have students in our community that will rely on distance learning\xe2\x80\xa6 https://t.co/JsLyc9M4Fq',Please consider doing this have students community that will rely distance learning https JsLyc,0,0,,0,,,
10-05-2020 14:27,"b'@sparklightcares\n why is the customer login page down on a weekend?  why is the ""create email account"" checkbox mis\xe2\x80\xa6 https://t.co/T32qHQWNxj'",customer login page down weekend create email account checkbox https qHQWNxj,0,0,,0,,,
10-05-2020 01:08,b'@sparklightcares why has our internet been down for hours? Your automated system says repairs or upgrades wtf is go\xe2\x80\xa6 https://t.co/3YQGPxA3FH',internet been down hours Your automated system says repairs upgrades https YQGPxA,0,0,,0,,,
09-05-2020 23:59,b'@sparklightcares Thanks!',Thanks,0,0,,0,,,
09-05-2020 23:58,"b'RT @sparklightcares: To provide continued connectivity for those impacted by the COVID-19 pandemic, Sparklight is extending suspension of d\xe2\x80\xa6'",provide continued connectivity those impacted COVID pandemic Sparklight extending suspension,0,0,,0,,,
