,Tweets,clean_tweet,polarity,subjectivity,,Product,,,,,
27-04-2020 01:13,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 01:13,b'RT @cedrickfinnie: All my teacher/coach friends: Verizon is doing $30 unlimited plans for teachers. Be blessed.\n https://t.co/bSAPIenSwA',teacher coach friends Verizon doing unlimited plans teachers blessed https bSAPIenSwA,0,0,,0,,,,,
27-04-2020 01:13,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.533333333,,0.213333333,,,,,
27-04-2020 01:11,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 01:11,"b'Malden Apartment for rent 1 Bedroom 1 Bath - $1,617: Beautiful 1 bed 1 bath available in malden Renovated Apartment\xe2\x80\xa6 https://t.co/D5DF7zFnPn'",Malden Apartment rent Bedroom Bath Beautiful bath available malden Renovated Apartment https zFnPn,0.4,0.7,,0.28,,,,,
27-04-2020 01:11,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 01:10,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 01:09,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 01:09,b'Verizon Senior VP &amp; Global CIO: Pandemic Will Accelerate Digital Transformation Across Industries - Cheddar\xe2\x80\xa6 https://t.co/Gfl4ExXeKZ',Verizon Senior Global Pandemic Will Accelerate Digital Transformation Across Industries Cheddar https ExXeKZ,0.4,0.7,,0.28,,,,,
27-04-2020 01:09,b'@rrhoover Do you count games or looking at traditional social? Verizon found video-game internet traffic has increa\xe2\x80\xa6 https://t.co/k8P1TUVuls',count games looking traditional social Verizon found video game internet traffic increa https TUVuls,0.285714286,0.535714286,,0.153061224,,,,,
27-04-2020 01:09,"b'This company Organic Heirloom Plants is based in Michigan their adress is 51594 Boston Rd, Hancock, MI 49930 and th\xe2\x80\xa6 https://t.co/GXYasFEGrT'",This company Organic Heirloom Plants based Michigan their adress Boston Hancock https GXYasFEGrT,0.4,0.7,,0.28,,,,,
27-04-2020 01:08,b'RT @JimSterling: I don\xe2\x80\x99t know how you manage to send the instructions for self-installing Internet... without sending the actual hardware.\xe2\x80\xa6',know manage send instructions self installing Internet without sending actual hardware,0.25,0.3,,0.075,,,,,
27-04-2020 01:08,b'RT @Verizon: What\xe2\x80\x99s better than an exclusive concert from @billieeilish and @finneas? \xf0\x9f\x92\x9a Helping small businesses at the same time. Check ou\xe2\x80\xa6',What better than exclusive concert from Helping small businesses same time Check,0,0,,0,,,,,
27-04-2020 01:07,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 01:07,b'I can\xe2\x80\x99t believe next week is a year since Verizon up! I miss that show so much',believe next week year since Verizon miss that show much,0.8,1,,0.8,,,,,
27-04-2020 01:07,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 01:07,b'@Tuaamann @Verizon Congrats Tua! God bless you as you begin your NFL career!',Congrats bless begin your career,0.4,0.7,,0.28,,,,,
27-04-2020 01:06,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 01:05,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 01:05,b'@Verizon yo.... Do you know what Moloch stands for? Just a question. I\xe2\x80\x99ll wait.',know what Moloch stands Just question wait,0.4,0.7,,0.28,,,,,
27-04-2020 01:05,"b""Cellular Sales is more than just a job \xe2\x80\x93 it\xe2\x80\x99s a career meant to help you learn, grow, and succeed. We're hiring in\xe2\x80\xa6 https://t.co/WCntFdQcQH""",Cellular Sales more than just career meant help learn grow succeed hiring https WCntFdQcQH,-0.25,0.4,,-0.1,,,,,
27-04-2020 01:05,b'@Tuaamann @Verizon Welcome Tua! So pumped... all the way from MN!',Welcome pumped from,0,0,,0,,,,,
27-04-2020 01:04,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.5,0.9,,0.45,,,,,
27-04-2020 01:04,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 01:04,b'@i_amroyaltyy never met someone as toxic as verizon.',never someone toxic verizon,0.285714286,0.535714286,,0.153061224,,,,,
27-04-2020 01:03,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 01:03,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 01:02,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0.5,,0,,,,,
27-04-2020 01:01,b'@Tuaamann @MiamiDolphins @Verizon Welcome to the Miami Football Dolphins',Welcome Miami Football Dolphins,0,0,,0,,,,,
27-04-2020 01:00,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:59,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 00:59,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.5,0.5,,0.25,,,,,
27-04-2020 00:58,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.212121212,0.833333333,,0.176767677,,,,,
27-04-2020 00:58,b'Verizon workers will tell you samsung... but should I ignore the advice and do an iphone???',Verizon workers will tell samsung should ignore advice iphone,0.25,0.3,,0.075,,,,,
27-04-2020 00:58,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.246753247,0.535714286,,0.132189239,,,,,
27-04-2020 00:58,b'This #Sales job might be a great fit for you. Click the link in our bio to see it and more. Verizon Sales Consultan\xe2\x80\xa6 https://t.co/Csvz9qhsl2',This Sales might great Click link more Verizon Sales Consultan https Csvz qhsl,0.5,1,,0.5,,,,,
27-04-2020 00:57,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.2,0.2,,0.04,,,,,
27-04-2020 00:56,b'RT @_eturner: AirPods Pro are on sale at Verizon!! \xf0\x9f\x91\x80 https://t.co/W2Z6eLiphR',AirPods sale Verizon https eLiphR,0.033333333,0.55,,0.018333333,,,,,
27-04-2020 00:56,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 00:56,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:55,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:55,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.25,0.3,,0.075,,,,,
27-04-2020 00:54,b'@MzWorldTraveler @verizonfios Lmao yikes i got verizon involved prematurely.',Lmao yikes verizon involved prematurely,0.25,0.3,,0.075,,,,,
27-04-2020 00:54,"b'@Eyes_Open_Now @Verizon Oopsie. \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\x85    I worked for them (MCI) for 11 years long ago, and in the good ole days we\xe2\x80\xa6 https://t.co/QLV69QX0iG'",Oopsie worked them years long good days https,0,0.375,,0,,,,,
27-04-2020 00:53,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.25,0.3,,0.075,,,,,
27-04-2020 00:53,b'RT @Verizon: What\xe2\x80\x99s better than an exclusive concert from @billieeilish and @finneas? \xf0\x9f\x92\x9a Helping small businesses at the same time. Check ou\xe2\x80\xa6',What better than exclusive concert from Helping small businesses same time Check,0.4,0.7,,0.28,,,,,
27-04-2020 00:51,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 00:50,b'Now on eBay Samsung Galaxy S9 SM-G960U 64GB Black -mobile AT&amp;T Verizon Unlocked Very Good https://t.co/vgRc0WZb5e #iphone #android #ebay',eBay Samsung Galaxy Black mobile Verizon Unlocked Very Good https vgRc iphone android ebay,-0.122222222,0.405555556,,-0.049567901,,,,,
27-04-2020 00:50,"b'See our latest Asheville, NC job and click to apply: Verizon Sales Consultant - https://t.co/bOnKuAUUok #Sales #Philly'",latest Asheville click apply Verizon Sales Consultant https bOnKuAUUok Sales Philly,0,0,,0,,,,,
27-04-2020 00:50,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 00:50,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:50,b'@Verizon @nytimes just saw your new commercial about supporting students - good for you. But curious why the two te\xe2\x80\xa6 https://t.co/6M1Jf1oS9K',just your commercial about supporting students good curious https,0.4,0.7,,0.28,,,,,
27-04-2020 00:49,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0,0,,0,,,,,
27-04-2020 00:48,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:47,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.136363636,0.5,,0.068181818,,,,,
27-04-2020 00:46,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 00:46,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:46,b'@carlostech702 Carlos grest disco as usual.  How are Verizon lte speeds overall in Vegas? They only have 100 MHz (\xe2\x80\xa6 https://t.co/hgipgf3Ar6',Carlos grest disco usual Verizon speeds overall Vegas They only have https hgipgf,0.4,0.7,,0.28,,,,,
27-04-2020 00:46,b'RT @billieeilish: Watch Billie and @FINNEAS perform on Verizon\xe2\x80\x99s #PayItForwardLIVE Earth Day edition stream to support America\xe2\x80\x99s small busi\xe2\x80\xa6',Watch Billie perform Verizon PayItForwardLIVE Earth edition stream support America small busi,-0.25,0.4,,-0.1,,,,,
27-04-2020 00:46,b'AirPods Pro are on sale at Verizon!! \xf0\x9f\x91\x80 https://t.co/W2Z6eLiphR',AirPods sale Verizon https eLiphR,0,0,,0,,,,,
27-04-2020 00:45,b'@Tuaamann @Verizon @Tuaamann #10 looks the best \xf0\x9f\xa5\xb6\xf0\x9f\x99\x8f https://t.co/F73VzHsXGy',looks best https VzHsXGy,0.25,0.3,,0.075,,,,,
27-04-2020 00:45,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:44,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.25,0.3,,0.075,,,,,
27-04-2020 00:44,b'@B_Hayve @Tuaamann @Verizon Gotta be 13',Gotta,0.25,0.3,,0.075,,,,,
27-04-2020 00:43,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.416666667,0.633333333,,0.263888889,,,,,
27-04-2020 00:42,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:42,b'@Tuaamann @Verizon Happy to have you in Miami \xf0\x9f\x98\x8e',Happy have Miami,0,0,,0,,,,,
27-04-2020 00:41,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:41,"b""I hope Quickr doesn't become the next Verizon... #Startup #Unicorns #VC""",hope Quickr doesn become next Verizon Startup Unicorns,0,0,,0,,,,,
27-04-2020 00:40,b'@VerizonBusiness @Verizon Even during a Pandemic Verizon finds a way to make us suffer more. FIOS phone lines all d\xe2\x80\xa6 https://t.co/Vo6BOxOpMG',Even during Pandemic Verizon finds make suffer more FIOS phone lines https BOxOpMG,0.285714286,0.535714286,,0.153061224,,,,,
27-04-2020 00:40,"b""@IsKilgore @Verizon Won't work need an actual network""",work need actual network,0,0,,0,,,,,
27-04-2020 00:39,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:39,b'@VerizonBusiness @Verizon Even during a Pandemic Verizon finds a way to make us suffer more. FIOS phone lines all d\xe2\x80\xa6 https://t.co/MhKTbkjBYl',Even during Pandemic Verizon finds make suffer more FIOS phone lines https MhKTbkjBYl,0.083333333,0.341666667,,0.028472222,,,,,
27-04-2020 00:39,b'RT @billieeilish: Watch Billie and @FINNEAS perform on Verizon\xe2\x80\x99s #PayItForwardLIVE Earth Day edition stream to support America\xe2\x80\x99s small busi\xe2\x80\xa6',Watch Billie perform Verizon PayItForwardLIVE Earth edition stream support America small busi,0.4,0.7,,0.28,,,,,
27-04-2020 00:39,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 00:38,b'@VerizonBusiness @Verizon Even during a Pandemic Verizon finds a way to make us suffer more. FIOS phone lines all d\xe2\x80\xa6 https://t.co/4q1GtJ891w',Even during Pandemic Verizon finds make suffer more FIOS phone lines https,1,1,,1,,,,,
27-04-2020 00:38,"b""RT @AllGlory2Yeshua: @jdfarag Guess Verizon didn't expect the cattle to wake up. \n\nMay all who will repent fall at the foot of the Cross &amp;\xe2\x80\xa6""",Guess Verizon didn expect cattle wake nMay will repent fall foot Cross,0.25,0.3,,0.075,,,,,
27-04-2020 00:38,b'@VerizonBusiness @Verizon Even during a Pandemic Verizon finds a way to make us suffer more. FIOS phone lines all d\xe2\x80\xa6 https://t.co/QdgRI8UxF2',Even during Pandemic Verizon finds make suffer more FIOS phone lines https QdgRI,0.4,0.7,,0.28,,,,,
27-04-2020 00:38,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.285714286,0.535714286,,0.153061224,,,,,
27-04-2020 00:38,b'@13RoadWarrior @CharityMiles @WWF @Verizon Wow! Congrats! \xf0\x9f\x91\x8f',Congrats,0.4,0.7,,0.28,,,,,
27-04-2020 00:37,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.5,0.5,,0.25,,,,,
27-04-2020 00:37,b'RT @g4dualie: Randall Stephenson of .@ATT took a risk with #SteveJobs to bring #iPhone to the \xf0\x9f\x8c\x8e \xf0\x9f\x99\x8f \n\nVerizon took a pass &amp; #Palm\xe2\x80\x99s Colligan\xe2\x80\xa6',Randall Stephenson took risk with SteveJobs bring iPhone nVerizon took pass Palm Colligan,0.4,0.7,,0.28,,,,,
27-04-2020 00:37,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.25,0.3,,0.075,,,,,
27-04-2020 00:37,"b'RT @Verizon: \xe2\x9d\xa4 this tweet for a reminder every Tuesday and Thursday to tune in to our #PayItForwardLIVE livestreams, where big names come t\xe2\x80\xa6'",this tweet reminder every Tuesday Thursday tune PayItForwardLIVE livestreams where names come,0.4,0.7,,0.28,,,,,
27-04-2020 00:36,b'@VerizonBusiness @Verizon Even during a Pandemic Verizon finds a way to make us suffer more. FIOS phone lines all d\xe2\x80\xa6 https://t.co/XWHQXcz3CE',Even during Pandemic Verizon finds make suffer more FIOS phone lines https XWHQXcz,0.2,0.2,,0.04,,,,,
27-04-2020 00:36,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:35,b'@ElmersGluue True \xf0\x9f\x98\xad I miss Verizon',True miss Verizon,0.4,0.7,,0.28,,,,,
27-04-2020 00:35,"b'CBS Sports Network is on following channels... Directv 221, Dish 158, Verizon FIOS 594, and most cable providers an\xe2\x80\xa6 https://t.co/SV2HiYKSKK'",Sports Network following channels Directv Dish Verizon FIOS most cable providers https HiYKSKK,-0.2,0.2,,-0.04,,,,,
27-04-2020 00:34,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.25,0.3,,0.075,,,,,
27-04-2020 00:34,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,-0.5,0.5,,-0.25,,,,,
27-04-2020 00:33,b'RT @RonanDunneVZ: Time sequence from @Verizon network showing cell sector handoffs over time - a proxy for human travel in the US https://t\xe2\x80\xa6',Time sequence from network showing cell sector handoffs over time proxy human travel https,0.4,0.7,,0.28,,,,,
27-04-2020 00:33,b'@13RoadWarrior @WWF @Verizon Helluva ride!',Helluva ride,0,0,,0,,,,,
27-04-2020 00:33,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.4,0.7,,0.28,,,,,
27-04-2020 00:32,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.083333333,0.341666667,,0.028472222,,,,,
27-04-2020 00:32,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.1,0.2,,0.02,,,,,
27-04-2020 00:31,b'Thank you to @Verizon @GMC @LaQuintaInn @DruryHotels @ESPNRadio @goodyear for getting me from Las Vegas to Orlando\xe2\x80\xa6 https://t.co/0fZ5Ve0ivJ',Thank getting from Vegas Orlando https,0,0,,0,,,,,
27-04-2020 00:31,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.25,0.3,,0.075,,,,,
27-04-2020 00:31,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0,0,,0,,,,,
27-04-2020 00:31,b'RT @ddnJesus: They are the best! Better than Verizon too! \xf0\x9f\x98\x82 @b3nros3 @hallmarkchannel @SCHeartHome #hearties \xe2\x98\x8e\xef\xb8\x8f',They best Better than Verizon hearties,0.136363636,0.5,,0.068181818,,,,,
27-04-2020 00:30,b'RT @CharlesPHerring: @realDonaldTrump @FoxNews @CNN Fed up with your news source? Make the switch to @OANN. \n Come join us for credible bre\xe2\x80\xa6',with your news source Make switch Come join credible,0.083333333,0.341666667,,0.028472222,,,,,
27-04-2020 00:30,b'RT @Tuaamann: Miami here I come! \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x8c\xb4 Never could have done it without all the love and support of my Ohana back in Hawaii. \xe2\x9d\xa4\xef\xb8\x8f @Verizon capt\xe2\x80\xa6',Miami here come Never could have done without love support Ohana back Hawaii capt,0.4,0.7,,0.28,,,,,
27-04-2020 00:30,b'RT @Wynwood305: @Tuaamann @Verizon As soon as Tua decides on a number this will be Dolphins fans buying that jersey \xf0\x9f\x98\x82\xf0\x9f\x90\xac https://t.co/0afGyik\xe2\x80\xa6',soon decides number this will Dolphins fans buying that jersey https afGyik,-0.033333333,0.541666667,,-0.018055556,,,,,
27-04-2020 00:30,b'They are the best! Better than Verizon too! \xf0\x9f\x98\x82 @b3nros3 @hallmarkchannel @SCHeartHome #hearties \xe2\x98\x8e\xef\xb8\x8f https://t.co/7D0zWoCgCG',They best Better than Verizon hearties https zWoCgCG,0,0,,0,,,,,
27-04-2020 00:30,b'@charlidamelio verizon&gt;at&amp;t',verizon,-0.25,0.75,,-0.1875,,,,,
