,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
23-04-2020 04:17,b'@Verizon @sprint @TMobile  Why aren\xe2\x80\x99t you donating WiFi connected devices to schools so children who don\xe2\x80\x99t have WiF\xe2\x80\xa6 https://t.co/t9uiDQJ6wA',aren donating WiFi connected devices schools children have https uiDQJ,0,0,,0,,,
23-04-2020 04:16,"b""Wave7 Research's new postpaid report is out.  58% of postpaid carrier stores are open now, versus 45% in early Apri\xe2\x80\xa6 https://t.co/aNFzh08QRp""",Wave Research postpaid report postpaid carrier stores open versus early Apri https aNFzh,-0.05,0.4,,-0.02,,,
23-04-2020 04:13,b'@JonFreier @NevilleRay @sprint @TMobile God u people are stoooopppiiiddd lemmings.  Look it up.',people stoooopppiiiddd lemmings Look,0.5,0.5,,0.25,,,
23-04-2020 04:09,b'@sprint @TMobile this whole week the service has been in and out. It is it because of merge? Sprint this is a step\xe2\x80\xa6 https://t.co/EYYj5W2Q48',this whole week service been because merge Sprint this step https EYYj,0.5,0.5,,0.25,,,
23-04-2020 04:01,"b""I'm getting the best service of the entire time I've had @sprint and all it took was them getting bought out by a better provider!""",getting best service entire time took them getting bought better provider,0.5,0.5,,0.25,,,
23-04-2020 03:58,b'@sprint y\xe2\x80\x99all service is so trash that y\xe2\x80\x99all need to start paying me to use it cuz I pay too freaking much to be dealing with this bs',service trash that need start paying freaking much dealing with this,0,0,,0,,,
23-04-2020 03:58,"b'RT @sprint: It\xe2\x80\x99s official, we\xe2\x80\x99re merging with @TMobile!\n \nNow more than ever, you need a network that is 100% committed to keeping you conn\xe2\x80\xa6'",official merging with nNow more than ever need network that committed keeping conn,-0.25,0.5,,-0.125,,,
23-04-2020 03:50,b'@UncleKev_ENE @sprint @TMobile Free Hulu cause it\xe2\x80\x99s now will be all the same network. Don\xe2\x80\x99t be surprised if the nam\xe2\x80\xa6 https://t.co/ogbw9W1shw',Free Hulu cause will same network surprised https ogbw,0,0,,0,,,
23-04-2020 03:42,b'@NevilleRay @sprint @TMobile Will T-Mobile honor my company\xe2\x80\x99s discount deal with sprint?',Will Mobile honor company discount deal with sprint,0.33,0.5825,,0.192225,,,
23-04-2020 03:41,"b'RT @sprint: It\xe2\x80\x99s official, we\xe2\x80\x99re merging with @TMobile!\n \nNow more than ever, you need a network that is 100% committed to keeping you conn\xe2\x80\xa6'",official merging with nNow more than ever need network that committed keeping conn,0.5,0.5,,0.25,,,
23-04-2020 03:40,b'@MikeSievert @sprint @TMobile @NevilleRay So when do Sprint customers get access to the TMobile cell towers b/c I c\xe2\x80\xa6 https://t.co/2pALyWBfIg',when Sprint customers access TMobile cell towers https pALyWBfIg,-0.25,0.45,,-0.1125,,,
23-04-2020 03:38,b'@NevilleRay @sprint @TMobile Lol I even on t-mobile over 13 years sprint ruin my credit before switching to T-Mobil\xe2\x80\xa6 https://t.co/MxwzNwsp48',even mobile over years sprint ruin credit before switching Mobil https MxwzNwsp,0.5,0.5,,0.25,,,
23-04-2020 03:35,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0.5,0.875,,0.4375,,,
23-04-2020 03:33,b'@Impeach20191 @sprint Thanks for sharing RMT',Thanks sharing,0,0,,0,,,
23-04-2020 03:33,b'@MikeSievert @sprint @TMobile @NevilleRay Recently switched to T-Mobile. I was assured the coverage was excellent i\xe2\x80\xa6 https://t.co/mLamkKO54y',Recently switched Mobile assured coverage excellent https mLamkKO,0,0,,0,,,
23-04-2020 03:29,b'RT @DeeanneKing: So proud to be celebrating #EarthDay as the #NewTmobile. Now that we\xe2\x80\x99re bringing together the @Sprint and @TMobile sustain\xe2\x80\xa6',proud celebrating EarthDay NewTmobile that bringing together sustain,0.0625,0.5,,0.03125,,,
23-04-2020 03:29,b'@sprint @1800flowers Yo iPhone 11 battery dying so quick \nWtf is going on ?',iPhone battery dying quick nWtf going,0,0,,0,,,
23-04-2020 03:24,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0.45,0.616666667,,0.2775,,,
23-04-2020 03:24,"b'@NevilleRay @sprint @TMobile If I lose my completely unlimited everything that I have with sprint on my 6 lines, I\xe2\x80\x99\xe2\x80\xa6 https://t.co/NtRxppx1Kb'",lose completely unlimited everything that have with sprint lines https NtRxppx,-0.3125,0.6875,,-0.21484375,,,
23-04-2020 03:23,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0,0,,0,,,
23-04-2020 03:21,"b""I just realized, doesn't @sprint sponsor @NASCAR in a big way? Is NASCAR gonna have a magenta cup now?""",just realized doesn sponsor NASCAR gonna have magenta,0.375,0.75,,0.28125,,,
23-04-2020 03:15,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,-0.25,0.25,,-0.0625,,,
23-04-2020 03:10,b'Keeping future tech in mind should we Nationally go to 4 day a week school calendar and the districts cover interne\xe2\x80\xa6 https://t.co/zxgRR5pgfB',Keeping future tech mind should Nationally week school calendar districts cover interne https zxgRR pgfB,-0.5,0.85,,-0.425,,,
23-04-2020 03:06,b'@sprintcare I need someone from @sprint to contact me URGENTLY regarding severe billing mistakes made on an account\xe2\x80\xa6 https://t.co/vJ78XtuNOV',need someone from contact URGENTLY regarding severe billing mistakes made account https XtuNOV,0.5,0.5,,0.25,,,
23-04-2020 03:05,b'@MikeSievert @sprint @TMobile @NevilleRay Is this why I got charged $3 more for \xe2\x80\x98service fees\xe2\x80\x99',this charged more service fees,0,0.066666667,,0,,,
23-04-2020 02:57,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0,,0,,,
23-04-2020 02:46,"b'RT @TMobile: We\xe2\x80\x99re wasting no time uniting T-Mobile and @Sprint to create a supercharged 5G nationwide network. Today, our 2.5 GHz mid-band\xe2\x80\xa6'",wasting time uniting Mobile create supercharged nationwide network Today band,-0.4,0.6,,-0.24,,,
23-04-2020 02:44,b'@MikeSievert @sprint @TMobile @NevilleRay So tell me what that means to me as a Sprint customer looking to bail? Se\xe2\x80\xa6 https://t.co/2eIZfTRZhr',tell what that means Sprint customer looking bail https eIZfTRZhr,0.1,0.2,,0.02,,,
23-04-2020 02:33,b'Free Hulu don\xe2\x80\x99t mind if I do @sprint thank you \xe2\x98\xba\xef\xb8\x8f',Free Hulu mind thank,-0.241666667,0.591666667,,-0.142986111,,,
23-04-2020 02:27,b'@sprint why my service booty cheeks rn?',service booty cheeks,-0.8,0.9,,-0.72,,,
23-04-2020 02:18,"b'@NevilleRay @sprint @TMobile Step up , my coverage sucks!'",Step coverage sucks,0.5,1,,0.5,,,
23-04-2020 02:16,b'RT @berkopes: @MayorBallard Thx @MayorBallard your leadership and dedication to our community is appreciated.  @XroadsEd @letsstartedup @We\xe2\x80\xa6',your leadership dedication community appreciated,0,0,,0,,,
23-04-2020 02:14,b'Ok I will DM you... taking bets now. So people do you think this will get resolved on DM or will it all end in noth\xe2\x80\xa6 https://t.co/zEhsUFoBru',will taking bets people think this will resolved will noth https zEhsUFoBru,0,0,,0,,,
23-04-2020 02:14,"b'Later in this @YouTube video, I discover why I will not be a @sprint customer- she was like that in real life in re\xe2\x80\xa6 https://t.co/PMqUBzPBcc'",Later this video discover will customer like that real life https PMqUBzPBcc,0,0,,0,,,
23-04-2020 02:09,"b""@TMobile @sprint And when are our bill's gonna be lower""",when bill gonna lower,-0.666666667,0.8,,-0.533333333,,,
23-04-2020 02:07,b'@sprint @TMobile No wonder my phone service been terrible!',wonder phone service been terrible,-0.216666667,0.5,,-0.108333333,,,
23-04-2020 02:01,b'Apparently @sprintcare call center have told me that the only way to resolve this is to visit in person a @sprint s\xe2\x80\xa6 https://t.co/QfP5oUqo9H',Apparently call center have told that only resolve this visit person https oUqo,0,0,,0,,,
23-04-2020 01:56,"b'According to @sprintcare call center, by signing a contract with    @sprint you allow them to sign you up to additi\xe2\x80\xa6 https://t.co/BVk1Nb3ifa'",According call center signing contract with allow them sign additi https,0,0,,0,,,
23-04-2020 01:54,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0,0,,0,,,
23-04-2020 01:50,b'A reminder @sprint blocks me https://t.co/kC7plIqEuC',reminder blocks https plIqEuC,0,1,,0,,,
23-04-2020 01:49,b'@sprint I need to chat with an agent but I already factory reset my old phone so I cannot get the code text messaged to me! HELP!',need chat with agent already factory reset phone cannot code text messaged HELP,0,0,,0,,,
23-04-2020 01:47,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,-0.333333333,0.666666667,,-0.222222222,,,
23-04-2020 01:37,"b'@sprintcare The screenshots was your online response , why would I go through that pain again? #Sprint #badcustomerservice @sprint'",screenshots your online response would through that pain again Sprint badcustomerservice,-0.7,0.8,,-0.56,,,
23-04-2020 01:31,b'@keepitsimple247 @TMobile @sprint they\xe2\x80\x99ve been saying this shit since 2017...... i have sprint and service still trash',they been saying this shit since have sprint service still trash,-0.1,0.1,,-0.01,,,
23-04-2020 01:31,b'this is how bad @sprint customer service is. I think they need to be investigated by @FCC for fraudulent adding pro\xe2\x80\xa6 https://t.co/jq2UeSHNeZ',this customer service think they need investigated fraudulent adding https UeSHNeZ,0,0,,0,,,
23-04-2020 01:29,b'I have spent a collective 4 hours on the phone and computer trying to buy a damn IPad! @sprint needs to get their lives together.',have spent collective hours phone computer trying damn IPad needs their lives together,0.5,0.888888889,,0.444444444,,,
23-04-2020 01:25,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0,0,,0,,,
23-04-2020 01:20,b'@NevilleRay @sprint @TMobile Will this impact metropcs?',Will this impact metropcs,0,0,,0,,,
23-04-2020 01:16,b'@MichelCombes @sprint @sprintnews @TMobile why does data turn off when talking on the phone?  Horrible service. Onl\xe2\x80\xa6 https://t.co/1osL1yVnBr',news does data turn when talking phone Horrible service https yVnBr,0,0,,0,,,
23-04-2020 01:14,b'@MikeSievert @sprint @TMobile @NevilleRay The least of our concern',least concern,-0.375,0.625,,-0.234375,,,
23-04-2020 01:14,"b'RT @TMobileNews: Just in time for Mother\xe2\x80\x99s Day, @TMobile and @Sprint have the \xf0\x9f\x92\x90 hookup from https://t.co/BrwsEbMqEK: #TMobileTuesdays custo\xe2\x80\xa6'",Just time Mother have hookup from https BrwsEbMqEK TMobileTuesdays custo,0,1,,0,,,
23-04-2020 00:55,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,-0.138888889,0.284722222,,-0.039544753,,,
23-04-2020 00:54,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0,,0,,,
23-04-2020 00:47,b'God I hate @sprint.  They screw up everything. You would get bettter service buying a phone out of a van in a gas station parking lot.',hate They screw everything would bettter service buying phone station parking,0,0,,0,,,
23-04-2020 00:27,b'Dealing with @sprint is always a nightmare. Online chat is referring me to the phones which tells me to hang up and\xe2\x80\xa6 https://t.co/P01zyDmVRJ',Dealing with always nightmare Online chat referring phones which tells hang https zyDmVRJ,0,0,,0,,,
23-04-2020 00:21,b'@NevilleRay @sprint @TMobile Can\xe2\x80\x99t wait for signal to improve and stop choking the data and is these combined power\xe2\x80\xa6 https://t.co/5iCAKUIj9n',wait signal improve stop choking data these combined power https iCAKUIj,-0.344444444,0.522222222,,-0.179876543,,,
23-04-2020 00:19,"b'Hey @Verizon!\nI\xe2\x80\x99m glad you\xe2\x80\x99re proud of yourselves for #PayItForwardLIVE, meanwhile I\xe2\x80\x99ve been on hold for 46 minutes\xe2\x80\xa6 https://t.co/cfm1we94O6'",glad proud yourselves PayItForwardLIVE meanwhile been hold minutes https,0,0,,0,,,
23-04-2020 00:16,b'17 minutes on hold for someone at @sprint Business team for a transfer of ownership and then they answer and hang up. #nice',minutes hold someone Business team transfer ownership then they answer hang nice,0,0,,0,,,
23-04-2020 00:14,"b'@sprint Hello! I need a SIM card, but got caught in a website death-loop on your website trying to start a chat wit\xe2\x80\xa6 https://t.co/cXBrCRM960'",Hello need card caught website death loop your website trying start chat https cXBrCRM,-0.075,0.88125,,-0.06609375,,,
23-04-2020 00:10,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,-0.6,0.8,,-0.48,,,
23-04-2020 00:10,"b'Dear @sprint : I need to log onto the website to upgrade my phone and deal with my account, because my phone no lon\xe2\x80\xa6 https://t.co/X6avp0nvIp'",Dear need onto website upgrade phone deal with account because phone https nvIp,-0.3,0.4,,-0.12,,,
23-04-2020 00:02,b'@NevilleRay @sprint @TMobile Merge this high ass  bill',Merge this high bill,0.2,0.2,,0.04,,,
23-04-2020 00:00,"b'RT @JonFreier: Less than one month after closing?! Holy smokes @NevilleRay, you\xe2\x80\x99re a madman! \xf0\x9f\x98\xaf This is HUGE news for #NewTMobile, our newly\xe2\x80\xa6'",Less than month after closing Holy smokes madman This HUGE news NewTMobile newly,-0.114583333,0.520833333,,-0.059678819,,,
22-04-2020 23:58,b'Wait.  @TMobile and @sprint are merging together??',Wait merging together,0,0,,0,,,
22-04-2020 23:56,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0.083333333,0.283333333,,0.023611111,,,
22-04-2020 23:53,b'FUCK YOU @sprint I hope you shitty fucks go out of fuckin business. And I say that wit my WHOLE chest. Shitty bitch.',FUCK hope shitty fucks fuckin business that WHOLE chest Shitty bitch,0,0,,0,,,
22-04-2020 23:51,b'@ClaudiaLGordon @sprintaccess Hi Claudia! Thanks for your leadership and @sprint continued support! \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c\xf0\x9f\x99\x8c',Claudia Thanks your leadership continued support,0.123232323,0.473737374,,0.058379757,,,
22-04-2020 23:44,b'@TMobileHelp I really hope your network is better than that trash @sprint deployed. Sitting with 3 bars of \xe2\x80\x9c Suppos\xe2\x80\xa6 https://t.co/uCQC1wL7Ks',really hope your network better than that trash deployed Sitting with bars Suppos https uCQC,0,0,,0,,,
22-04-2020 23:40,"b""When you're looking for the best #CellCoverage, the map from your provider doesn't have the most accurate info. Rea\xe2\x80\xa6 https://t.co/6CzGiwstS4""",When looking best CellCoverage from your provider doesn have most accurate info https CzGiwstS,0,0,,0,,,
22-04-2020 23:36,b'@melissaxothoman @sprint It\xe2\x80\x99s so bad \xf0\x9f\x98\x82',,0.4,0.5,,0.2,,,
22-04-2020 23:31,"b'@sprintcare Without my knowledge my number was deactivated yesterday, even when I had paid for the account untiol t\xe2\x80\xa6 https://t.co/E1mzSimXJP'",Without knowledge number deactivated yesterday even when paid account untiol https mzSimXJP,0.123232323,0.473737374,,0.058379757,,,
22-04-2020 23:27,b'@NevilleRay @sprint @TMobile So my calls gonna stop dropping and I will be able to do a google search while I\xe2\x80\x99m on\xe2\x80\xa6 https://t.co/N4RiuKp3zJ',calls gonna stop dropping will able google search while https RiuKp,0,0,,0,,,
22-04-2020 23:24,b'Terrible policies and customer service from @sprintcare @sprint . Willing to let people lose out on work during thi\xe2\x80\xa6 https://t.co/M0rD48YKiB',Terrible policies customer service from Willing people lose work during https YKiB,0,0,,0,,,
22-04-2020 23:23,b'@sprintcare Without my knowledge my number is deactivated and I am suffering like helpless\n@Sprint  was never helpf\xe2\x80\xa6 https://t.co/uqlbfajIQd',Without knowledge number deactivated suffering like helpless never helpf https uqlbfajIQd,0.3,0.8,,0.24,,,
22-04-2020 23:20,b'They say I have to retire my kicks &amp; socks? Any ideas fam and new family? #UnCarrier #TMobile #Sprint @MikeSievert\xe2\x80\xa6 https://t.co/EG61R1utMz',They have retire kicks socks ideas family UnCarrier TMobile Sprint https utMz,0.5,0.5,,0.25,,,
22-04-2020 23:17,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0.1,0.35,,0.035,,,
22-04-2020 23:17,"b""@JohnSaw @sprint @TMobile I've noticed! My T-Mobile service is effectively half as good as it was before this happe\xe2\x80\xa6 https://t.co/dEU6oKhCZ0""",noticed Mobile service effectively half good before this happe https oKhCZ,-0.3,0.4,,-0.12,,,
22-04-2020 23:16,b'I AM SO TIRED OF GOING BACK AND FORTH WITH YALL @sprint @sprintcare',TIRED GOING BACK FORTH WITH YALL care,0.178571429,0.410714286,,0.073341837,,,
22-04-2020 23:16,b'@sprint fuck you',fuck,0,0,,0,,,
22-04-2020 23:13,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0.083333333,0.277777778,,0.023148148,,,
22-04-2020 23:10,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0,,0,,,
22-04-2020 23:03,b'@sprint is giving me a total headache! Omg.',giving total headache,-0.39,0.52,,-0.2028,,,
22-04-2020 22:56,b'@sprint give Sergio from Panama a raise',give Sergio from Panama raise,0,0,,0,,,
22-04-2020 22:56,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,-1,1,,-1,,,
22-04-2020 22:55,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0,,0,,,
22-04-2020 22:54,"b""@sprintcare @TMobileHelp I'm currently on a Sprint plan and want to upgrade my phone soon, can I pick a @TMobile ph\xe2\x80\xa6 https://t.co/BpwFOmqdYB""",currently Sprint plan want upgrade phone soon pick https BpwFOmqdYB,0,0,,0,,,
22-04-2020 22:53,b'@MikeSievert @sprint @TMobile @NevilleRay What you need to do is give a promotion on PHONESSSSS to CURREENNTTTTTT CUSTOMERRSSSSSS!!!!!!!',What need give promotion PHONESSSSS CURREENNTTTTTT CUSTOMERRSSSSSS,0,0,,0,,,
22-04-2020 22:49,b'@NevilleRay @sprint @TMobile My speeds have been slower',speeds have been slower,0.25,0.3125,,0.078125,,,
22-04-2020 22:10,b'@sprint thanks\xf0\x9f\x98\x8e',thanks,0,0,,0,,,
22-04-2020 21:53,b'In the past 3 years I have paid $17K dollars to @sprint for cell phone service...I have 2 bars or am roaming in my\xe2\x80\xa6 https://t.co/i4fg5yXK8J',past years have paid dollars cell phone service have bars roaming https,-0.267045455,0.666666667,,-0.178030303,,,
22-04-2020 21:46,b'@MikeSievert @sprint @TMobile @NevilleRay My calls drop frequently. I hope they fix it.',calls drop frequently hope they,0.2,0.2,,0.04,,,
22-04-2020 21:44,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0,0,,0,,,
22-04-2020 21:42,b'@Steven_Strauss @sprint @TMobile You don\xe2\x80\x99t mean that..',mean that,0.5,0.5,,0.25,,,
22-04-2020 21:41,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0.4,0.7,,0.28,,,
22-04-2020 21:38,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0.75,,0,,,
22-04-2020 21:38,b'@sprint FUCK YOU AND THIS SHIT SERVICE',FUCK THIS SHIT SERVICE,0,0,,0,,,
22-04-2020 21:37,b'@sprint tell me how I have no service out of no where sitting at work when I\xe2\x80\x99ve had service just fine here all day\xe2\x80\xa6 https://t.co/MEEyeWeddW',tell have service where sitting work when service just fine here https MEEyeWeddW,0,0,,0,,,
22-04-2020 21:36,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0,0,,0,,,
22-04-2020 21:32,b'Drove all the way to SF for a @sprintcare @sprint repair...only to be told the technician is unavailable for an hou\xe2\x80\xa6 https://t.co/p6V1tYggms',Drove repair only told technician unavailable https tYggms,0,0,,0,,,
22-04-2020 21:27,"b""@NevilleRay @sprint @TMobile Are you fixing Hampton Roads VA cell service? Can't get crap for service in some areas with Sprint""",fixing Hampton Roads cell service crap service some areas with Sprint,0.25,1,,0.25,,,
22-04-2020 21:25,"b'RT @rtcarraher: @verizon @TMobile @sprint and @ATT, you should provide unlimited data to everyone during this time. Lifting a data cap will\xe2\x80\xa6'",should provide unlimited data everyone during this time Lifting data will,0.4,0.4,,0.16,,,
22-04-2020 21:25,"b"".@TMobile and @sprint customers are starting to see changes to what's available to them, starting with 5G and roami\xe2\x80\xa6 https://t.co/9hjUVnVfL9""",customers starting changes what available them starting with roami https hjUVnVfL,0,0,,0,,,
22-04-2020 21:17,b'@marceloclaure so not only is @sprint charging late fees to customers during this pandemic they are also auto charg\xe2\x80\xa6 https://t.co/YVrVFH0OGD',only charging late fees customers during this pandemic they also auto charg https YVrVFH,-0.375,0.75,,-0.28125,,,
22-04-2020 21:11,"b'RT @TMobileNews: Just in time for Mother\xe2\x80\x99s Day, @TMobile and @Sprint have the \xf0\x9f\x92\x90 hookup from https://t.co/BrwsEbMqEK: #TMobileTuesdays custo\xe2\x80\xa6'",Just time Mother have hookup from https BrwsEbMqEK TMobileTuesdays custo,-0.166666667,0.066666667,,-0.011111111,,,
22-04-2020 21:07,"b'RT @GlobalIHN: Cell towers are harmful to humans, animals and plants; causing neurological damage and cancer -- learn about the health effe\xe2\x80\xa6'",Cell towers harmful humans animals plants causing neurological damage cancer learn about health effe,-0.05,0,,0,,,
22-04-2020 21:07,b'RT @DeeanneKing: So proud to be celebrating #EarthDay as the #NewTmobile. Now that we\xe2\x80\x99re bringing together the @Sprint and @TMobile sustain\xe2\x80\xa6',proud celebrating EarthDay NewTmobile that bringing together sustain,0.214285714,0.5,,0.107142857,,,
22-04-2020 21:00,"b'RT @NevilleRay: We said we would move quickly to bring the @Sprint and @TMobile networks together, and today, less than a month after our m\xe2\x80\xa6'",said would move quickly bring networks together today less than month after,0,0,,0,,,
22-04-2020 20:57,b'@MikeSievert @sprint @TMobile @NevilleRay I don\xe2\x80\x99t want your 5G it\xe2\x80\x99s damaging to humanity and the planet stop getting people sick',want your damaging humanity planet stop getting people sick,-0.15,0.366666667,,-0.055,,,
22-04-2020 20:54,b'@NevilleRay @sprint @TMobile Sprint sucks tho',Sprint sucks,0.083333333,0.283333333,,0.023611111,,,
22-04-2020 20:52,b'So proud to be celebrating #EarthDay as the #NewTmobile. Now that we\xe2\x80\x99re bringing together the @Sprint and @TMobile\xe2\x80\xa6 https://t.co/QEckLNmlDh',proud celebrating EarthDay NewTmobile that bringing together https QEckLNmlDh,0.0625,0.5,,0.03125,,,
22-04-2020 20:51,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0.6,1,,0.6,,,
22-04-2020 20:50,"b'RT @TMobileNews: Just in time for Mother\xe2\x80\x99s Day, @TMobile and @Sprint have the \xf0\x9f\x92\x90 hookup from https://t.co/BrwsEbMqEK: #TMobileTuesdays custo\xe2\x80\xa6'",Just time Mother have hookup from https BrwsEbMqEK TMobileTuesdays custo,0,0,,0,,,
22-04-2020 20:47,"b""RT @MikeSievert: \xf0\x9f\x9a\xa8 Big day for #NewTMobile! We've combined @Sprint and @TMobile spectrum in Philadelphia just 20 days after closing the mer\xe2\x80\xa6""",NewTMobile combined spectrum Philadelphia just days after closing,0.5,1,,0.5,,,
22-04-2020 20:47,b'@BodegaBrill @sprint Now the sprint part is crazy.',sprint part crazy,0.2,0.75,,0.15,,,
22-04-2020 20:45,"b""@TMobileNews @TMobile @sprint @J2thePOD please help me remember this and the fact that Mother's Day is approaching!""",please help remember this fact that Mother approaching,0,0.125,,0,,,
22-04-2020 20:37,b'@Verizon if my phone doesn\xe2\x80\x99t start connecting to the internet and running properly in the next 6 hours I\xe2\x80\x99m going to\xe2\x80\xa6 https://t.co/9Y8dfBszZk',phone doesn start connecting internet running properly next hours going https dfBszZk,0,0,,0,,,
22-04-2020 20:36,"b'RT @TMobileNews: Just in time for Mother\xe2\x80\x99s Day, @TMobile and @Sprint have the \xf0\x9f\x92\x90 hookup from https://t.co/BrwsEbMqEK: #TMobileTuesdays custo\xe2\x80\xa6'",Just time Mother have hookup from https BrwsEbMqEK TMobileTuesdays custo,0,0,,0,,,
22-04-2020 20:36,"b'RT @5bars: In times of trouble, get the most powerful solution in the industry to improve cellular coverage. Learn more at https://t.co/RcI\xe2\x80\xa6'",times trouble most powerful solution industry improve cellular coverage Learn more https,0,1,,0,,,
22-04-2020 20:34,"b'RT @5bars: In times of trouble, get the most powerful solution in the industry to improve cellular coverage. Learn more at https://t.co/RcI\xe2\x80\xa6'",times trouble most powerful solution industry improve cellular coverage Learn more https,0,0,,0,,,
22-04-2020 20:30,b'Come to @ATT and my car gets complimented @sprint don\xe2\x80\x99t show me this love smh.',Come gets complimented show this love,0,0,,0,,,
22-04-2020 20:30,"b'In times of trouble, get the most powerful solution in the industry to improve cellular coverage. Learn more at\xe2\x80\xa6 https://t.co/ddqxmvM8DU'",times trouble most powerful solution industry improve cellular coverage Learn more https ddqxmvM,0,0,,0,,,
22-04-2020 20:27,"b'@AlmightyCrys Another example as far as companies, @sprint told me they weren\xe2\x80\x99t disconnecting lines/expecting payme\xe2\x80\xa6 https://t.co/Lv1190tXYz'",Another example companies told they weren disconnecting lines expecting payme https tXYz,0,0,,0,,,
22-04-2020 20:26,b'@NevilleRay @sprint @TMobile yeah and 5g is dangerous. we don\xe2\x80\x99t support that. why y\xe2\x80\x99all keep wanting to promote it.',yeah dangerous support that keep wanting promote,0,0,,0,,,
