,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
20-04-2020 20:44,"b""That is it\n@CenturyLink\nYou suck\nI'm done""",That nYou suck done,0,0,,0,,,
20-04-2020 20:42,b'Now its completely off what the heck CenturyLink?',completely what heck CenturyLink,0,0,,0,,,
20-04-2020 20:41,b'@CenturyLink fix your shit. I pay for 5g and get 600kb',your shit,0,0,,0,,,
20-04-2020 20:39,b'RT @propublica: Reporters made interview requests for this story to five Sounders executives and two Seahawks officials who also work with\xe2\x80\xa6',Reporters made interview requests this story five Sounders executives Seahawks officials also work with,0,0.52,,0,,,
20-04-2020 20:31,"b'Click the link in our bio to see currently open #Sales jobs like ""Account Manager II - Hunter"" at CenturyLink in #LasVegas, NV.'",Click link currently open Sales jobs like Account Manager Hunter CenturyLink LasVegas,0,0,,0,,,
20-04-2020 20:20,b'CenturyLink has committed to the Keep Americans Connected pledge. Learn more here. https://t.co/L4O9XECh5Z https://t.co/sn2lruMLxu',CenturyLink committed Keep Americans Connected pledge Learn more here https XECh https lruMLxu,0,0,,0,,,
20-04-2020 20:17,"b'For the first time in history, Americans can fill out their U.S. Census form online. Our own Ed Morche takes a look\xe2\x80\xa6 https://t.co/lgLJaX9sca'",first time history Americans fill their Census form online Morche takes look https lgLJaX,0,0,,0,,,
20-04-2020 20:16,b'Find out 3 ways a low-cost chatbot can impact your #business for the better. https://t.co/fn8AnrFgIM https://t.co/OHC7jdkbTa',Find ways cost chatbot impact your business better https AnrFgIM https jdkbTa,0.333333333,0.666666667,,0.222222222,,,
20-04-2020 20:11,"b""Of course @CenturyLink internet is down AGAIN. No big deal it's only the 272737482 time this week.""",course internet down AGAIN deal only time this week,-0.5,0.55,,-0.275,,,
20-04-2020 20:05,"b""We're hiring in #Broomfield, CO! Click the link in our bio to apply to this job and more: FULL STACK JAVA DEVELOPER at CenturyLink #IT""",hiring Broomfield Click link apply this more FULL STACK JAVA DEVELOPER CenturyLink,0,0,,0,,,
20-04-2020 20:00,"b'We all receive a ton of emails from businesses describing how they handle #COVID\xe3\x83\xbc19 pandemic. Today, @CenturyLink C\xe2\x80\xa6 https://t.co/MlZMGA1aZv'",receive emails from businesses describing they handle COVID pandemic Today https MlZMGA,0.5,0.5,,0.25,,,
20-04-2020 20:00,"b'On behalf of CenturyLink, we would like to wish our customers, partners and colleagues a wonderful holiday season a\xe2\x80\xa6 https://t.co/MxmRyudSHA'",behalf CenturyLink would like wish customers partners colleagues wonderful holiday season https MxmRyudSHA,0,0,,0,,,
20-04-2020 19:48,"b""Guess CenturyLink decided it's break time. \xf0\x9f\x99\x84""",Guess CenturyLink decided break time,0,0,,0,,,
20-04-2020 19:44,"b'Unfortunately, my Internet provider (CenturyLink, AS209) does NOT implement BGP safely. Check out\xe2\x80\xa6 https://t.co/oXkSxVAbbU'",Unfortunately Internet provider CenturyLink does implement safely Check https oXkSxVAbbU,0.254166667,0.770833333,,0.195920139,,,
20-04-2020 19:40,b'@LyssaNiColeeee_ I\xe2\x80\x99m gone look into that because it it work in DM I know it should work .. CenturyLink internet is trash',gone look into that because work know should work CenturyLink internet trash,0,0,,0,,,
20-04-2020 19:36,"b'\xf0\x9f\x8e\x89Congrats 2019 National #Wastewise Award winners!\nKudos to: @BIDMChealth, @RavitzMarkets, @L_Brands, City of Chesap\xe2\x80\xa6 https://t.co/plmdrn1HDb'",Congrats National Wastewise Award winners nKudos City Chesap https plmdrn,0.5,0.5,,0.25,,,
20-04-2020 19:30,b'CenturyLink earned the highest scores on both growth and innovation indexes compared to any other competitor in the\xe2\x80\xa6 https://t.co/6vNL7sODqZ',CenturyLink earned highest scores both growth innovation indexes compared other competitor https sODqZ,-0.2,0.3,,-0.06,,,
20-04-2020 19:30,b'What happens to a network when we unexpectedly have to stay at home? CenturyLink has prepared for just this type of\xe2\x80\xa6 https://t.co/vU2I13xMgf',What happens network when unexpectedly have stay home CenturyLink prepared just this type https xMgf,0,0,,0,,,
20-04-2020 19:30,"b""The need for bandwidth is higher now than we've ever seen before. That's why CenturyLink\xe2\x80\x99s Guy Gunther is sharing t\xe2\x80\xa6 https://t.co/W7cCdb1shF""",need bandwidth higher than ever seen before That CenturyLink Gunther sharing https cCdb,0,0,,0,,,
20-04-2020 19:26,"b'Proud to be awarded @EPA 2019 WasteWise Very Large Business, Partner of the Year! \xf0\x9f\x8c\x8d https://t.co/ZCqilJ5Gfq'",Proud awarded WasteWise Very Large Business Partner Year https ZCqilJ,-0.125,0.375,,-0.046875,,,
20-04-2020 19:22,b'Our innovative partnership with the @uscensusbureau is making it more convenient than ever to complete your civic d\xe2\x80\xa6 https://t.co/1NiylG3LFB',innovative partnership with making more convenient than ever complete your civic https NiylG,0,0,,0,,,
20-04-2020 19:20,b'@AmericanOutlaws Atlanta\nMercedes Benz\n\nSeattle\nCenturyLink Stadium\n\nColumbus\nMapfre Stadium\n\nNew York\nRed Bull Are\xe2\x80\xa6 https://t.co/bn4weYfce2',Atlanta nMercedes Benz nSeattle nCenturyLink Stadium nColumbus nMapfre Stadium nNew York nRed Bull https weYfce,0,0,,0,,,
20-04-2020 19:15,"b'As the workforce becomes more distributed, businesses are looking for the right digital collaboration tools to keep\xe2\x80\xa6 https://t.co/qJLeipfDNA'",workforce becomes more distributed businesses looking right digital collaboration tools keep https qJLeipfDNA,0,0,,0,,,
20-04-2020 19:15,b'Another great reason to partner with @CenturyLinkEnt: A new Frost &amp; Sullivan report on the U.S. business carrier\xe2\x80\xa6 https://t.co/XucdL73y8I',Another great reason partner with Frost Sullivan report business carrier https XucdL,0,0,,0,,,
20-04-2020 19:11,b'@CenturyLink your internet on Fort Stewart has been horrible over the past couple of weeks. Anyway we can check on it?',your internet Fort Stewart been horrible over past couple weeks Anyway check,0.8,1,,0.8,,,
23-04-2020 08:28,b'@elonmusk @flcnhvy The question is will I have to wait for a neighbor to die before I can get service the way\xe2\x80\xa6 https://t.co/V31yl3CDjB',question will have wait neighbor before service https CDjB,0.1,0.8,,0.08,,,
23-04-2020 07:45,"b""Why is #cloudcomputing so important right now? It's how we're navigating the uncharted business territory of today.\xe2\x80\xa6 https://t.co/VON3U17V0T""",cloudcomputing important right navigating uncharted business territory today https,0.65,0.625,,0.40625,,,
23-04-2020 07:33,b'@CenturyLinkHelp what is wrong with centurylink service? This is beyond ridiculous. I \xe2\x80\x9cupgraded\xe2\x80\x9d my service in Marc\xe2\x80\xa6 https://t.co/KsUNtHO6f0',what wrong with centurylink service This beyond ridiculous cupgraded service Marc https KsUNtHO,0,1,,0,,,
23-04-2020 06:22,b'@elonmusk @flcnhvy As a person who lives in rural Washington state please let me be a part of this beta testing. Cu\xe2\x80\xa6 https://t.co/wEPzuZtK7Y',person lives rural Washington state please part this beta testing https wEPzuZtK,0,0.066666667,,0,,,
23-04-2020 06:19,b'@CenturyLink your agent stopped talking to me and disconnected my internet. UNACCEPTABLE I thought were a company that cares',your agent stopped talking disconnected internet UNACCEPTABLE thought were company that cares,0.5,0.5,,0.25,,,
23-04-2020 06:16,"b'@SpaceX ill believe it when it comes to my town, bc we have the WORST INTERNET ever thanks to @CenturyLink'",believe when comes town have WORST INTERNET ever thanks,0,1,,0,,,
23-04-2020 05:49,b'@maddow the 600G WiFi just put CenturyLink Prism TV on everything just take out the 600G Wi-Fi out of the good morn\xe2\x80\xa6 https://t.co/r8pjvDw7oh',WiFi just CenturyLink Prism everything just take good morn https pjvDw,0.7,0.6,,0.42,,,
23-04-2020 05:33,b'You really make people pay for this???? @CenturyLinkHelp @CenturyLink https://t.co/l9xOLdSnfp',really make people this https xOLdSnfp,0,0.75,,0,,,
23-04-2020 05:21,b'Centurylink $CTL vs. Orange $ORAN Critical Contrast https://t.co/ezWJ1LnehM',Centurylink Orange ORAN Critical Contrast https ezWJ LnehM,0.254166667,0.770833333,,0.195920139,,,
23-04-2020 05:20,b'Orange $ORAN and Centurylink $CTL Critical Survey https://t.co/0CpWo3piZy',Orange ORAN Centurylink Critical Survey https CpWo piZy,0,0,,0,,,
23-04-2020 05:19,b'Centurylink $CTL vs. Orange $ORAN Critical Contrast  https://t.co/ntOLw65Ctf',Centurylink Orange ORAN Critical Contrast https ntOLw,0,0,,0,,,
23-04-2020 05:18,b'Centurylink $CTL vs. Orange $ORAN Critical Contrast https://t.co/tOPT2dMFhK',Centurylink Orange ORAN Critical Contrast https tOPT dMFhK,0,0,,0,,,
23-04-2020 04:19,b'Arizona nurse attends downtown Phoenix protest to support stay-at-home order -  - CenturyLink https://t.co/n9QbDyIw4A',Arizona nurse attends downtown Phoenix protest support stay home order CenturyLink https QbDyIw,0.5,0.5,,0.25,,,
23-04-2020 04:14,b'I\xe2\x80\x99m constantly amazed at how shit my internet is in 2020. @CenturyLink can you politely suck my dick on soft Plzzzz',constantly amazed shit internet politely suck dick soft Plzzzz,0,0,,0,,,
23-04-2020 04:08,b'@CenturyLink fuck y\xe2\x80\x99all man y\xe2\x80\x99alls shit is some mf garbage',fuck alls shit some garbage,-1,1,,-1,,,
23-04-2020 04:05,"b'@BessetChristine @WSJ Or this field hospital in Seattle. It was so ""overwhelmed"" they took it down again. Oh, wait,\xe2\x80\xa6 https://t.co/xxTaS3C83T'",this field hospital Seattle overwhelmed they took down again wait https xxTaS,0.25,0.333333333,,0.083333333,,,
23-04-2020 04:00,b'@gregolsen88 Imagine @lukecombs selling out CenturyLink Field \xf0\x9f\x91\x80',Imagine selling CenturyLink Field,0,0.066666667,,0,,,
23-04-2020 04:00,b'@CenturyLink fix my shit cause it\xe2\x80\x99s some mf garbage bruh',shit cause some garbage bruh,0.7,0.9,,0.63,,,
23-04-2020 03:59,"b'So many questions about this statement.\n\n1. Why did this take 6 days to come out?\n2. ""Stand with Sounders FC player\xe2\x80\xa6 https://t.co/NUHHqXVNLf'",many questions about this statement this take days come Stand with Sounders player https NUHHqXVNLf,-0.6,0.7,,-0.42,,,
23-04-2020 03:58,b'@jenniferinidaho @CenturyLink Sparklight was a mess yesterday',Sparklight mess yesterday,-0.05,0.65,,-0.0325,,,
23-04-2020 03:56,"b""@LightUpTheU The line we'd have to run would be for CenturyLink - sorry for the confusion.""",line have would CenturyLink sorry confusion,-0.35,0.75,,-0.2625,,,
23-04-2020 03:48,"b""@LightUpTheU Nope. The contractor who built the home east of us didn't contact Comcast or CenturyLink when the tren\xe2\x80\xa6 https://t.co/Srp1rKx3Tr""",Nope contractor built home east didn contact Comcast CenturyLink when tren https,0.261904762,0.345238095,,0.090419501,,,
23-04-2020 03:24,"b'@CenturyLink  our area is in desperate need of high speed broadband. We live in a rural area, and all of the surrou\xe2\x80\xa6 https://t.co/MzQirgHSqT'",area desperate need high speed broadband live rural area surrou https MzQirgHSqT,0,1,,0,,,
23-04-2020 03:21,"b""RT @ecoproducts: We are thrilled to be the Proud Zero Waste Partner of @CenturyLink_Fld. We can't wait for the day your venue is once again\xe2\x80\xa6""",thrilled Proud Zero Waste Partner wait your venue once again,-0.7,0.7,,-0.49,,,
23-04-2020 03:18,b'@Sharp208 This has been an annoying and hilarious phenomenon. I\xe2\x80\x99m recognizing the limits of \xe2\x80\x9cunsubscribe.\xe2\x80\x9d The ones\xe2\x80\xa6 https://t.co/tI4T6Lhi72',This been annoying hilarious phenomenon recognizing limits cunsubscribe ones https,0,0,,0,,,
23-04-2020 03:15,b'I still can\xe2\x80\x99t believe I was literally on the phone with my manz for 2hrs straight TDCJ was centurylink sleep \xf0\x9f\x98\x82',still believe literally phone with manz straight TDCJ centurylink sleep,0,0,,0,,,
23-04-2020 03:14,b'@itshundredz damn you dont even have CenturyLink DSL where you live?',damn dont even have CenturyLink where live,0.333333333,0.5,,0.166666667,,,
23-04-2020 03:08,b'@susan_mela either that or centurylink',either that centurylink,0.5,0.5,,0.25,,,
23-04-2020 02:57,"b""it's too late i did with suddenlink but then CenturyLink came along \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d""",late with suddenlink then CenturyLink came along,0.5,0.5,,0.25,,,
23-04-2020 02:52,b'\xe2\x81\xa6@CenturyLink\xe2\x81\xa9 our road has CenturyLink internet except our home. Can you help? Previous owners had CenturyLink but\xe2\x80\xa6 https://t.co/jmom6dwmSV',road CenturyLink internet except home help Previous owners CenturyLink https jmom dwmSV,0.5,0.5,,0.25,,,
23-04-2020 02:46,b'@CenturyLinkHome Urgently need to prioritize Teams and Skype traffic on my CenturyLink modem! The clipping is getting me railed against!',Urgently need prioritize Teams Skype traffic CenturyLink modem clipping getting railed against,0.5,0.5,,0.25,,,
23-04-2020 02:40,b'@CenturyLink - Your chat support is wholly unable to help me set QoS to prioritize Teams and Skype traffic. Surpris\xe2\x80\xa6 https://t.co/rTWkg9yP00',Your chat support wholly unable help prioritize Teams Skype traffic Surpris https rTWkg,0,0.5,,0,,,
23-04-2020 02:35,b'I replaced CenturyLink Field with a snack stadium. https://t.co/SAwgm2li8e',replaced CenturyLink Field with snack stadium https SAwgm,0.8,0.75,,0.6,,,
23-04-2020 02:35,"b""@mikieshores @elonmusk Same here I can't wait for starlink.  CenturyLink is horribly slow in my area.  They always\xe2\x80\xa6 https://t.co/TCWXPrlL7M""",Same here wait starlink CenturyLink horribly slow area They always https TCWXPrlL,0,0,,0,,,
23-04-2020 02:14,b'@CenturyLink wow just amazing speeds up here https://t.co/CE655KgmPD',just amazing speeds here https KgmPD,0,0,,0,,,
23-04-2020 01:58,b'@12231026 @Ker_mudgen @denicefrohman 5miles away from where i live i could get 300mbps for less than 100 bucks a mo\xe2\x80\xa6 https://t.co/uBRjKZceWk',miles away from where live could mbps less than bucks https uBRjKZceWk,0,0,,0,,,
23-04-2020 01:57,"b'@12231026 @Ker_mudgen @denicefrohman Your ""solution"" of private ISPs is the reason why Centurylink can offer dial-u\xe2\x80\xa6 https://t.co/AC4JNuwCoe'",Your solution private ISPs reason Centurylink offer dial https JNuwCoe,0.5,0.9,,0.45,,,
23-04-2020 01:51,"b""Again @CenturyLink??? There's obviously a problem in my area bcuz of 4 outages in a few weeks. I need to teach students!!!""",Again There obviously problem area bcuz outages weeks need teach students,0,0,,0,,,
23-04-2020 01:37,b'idk what i wanted when i signed up for 25mbps centurylink',what wanted when signed mbps centurylink,-0.4,0.6,,-0.24,,,
23-04-2020 01:17,"b'@DrLupo Do you use Centurylink or Cox? I am also in your area and really would love to figure out how to get a ""Goo\xe2\x80\xa6 https://t.co/Gy2ytHV4YK'",Centurylink also your area really would love figure https ytHV,-0.8,0.9,,-0.72,,,
23-04-2020 01:16,"b""@maddow we didn't need this chip out of the modem install it in our cell phone towers it's a 600G Prue WiFi in the\xe2\x80\xa6 https://t.co/xNLPgMMQHX""",didn need this chip modem install cell phone towers Prue WiFi https xNLPgMMQHX,0,0,,0,,,
23-04-2020 01:12,b'@PrestonSprinkle @CenturyLink DM me if you want info. I was in you shoes with Frontier dsl.  2.5 down and .5 down.\xe2\x80\xa6 https://t.co/e3v8KCv5DD',want info shoes with Frontier down down https,-0.4,0.6,,-0.24,,,
23-04-2020 01:08,b'@elonmusk You don\xe2\x80\x99t know how bad I wanna switch from centurylink to starlink',know wanna switch from centurylink starlink,-0.155555556,0.288888889,,-0.044938272,,,
23-04-2020 01:03,b'@globalresorts @DOStatus Maybe CenturyLink\n\nhttps://t.co/QkmoSfdLMI',Maybe CenturyLink nhttps QkmoSfdLMI,0.5,0.9,,0.45,,,
23-04-2020 01:02,b'@SASShonka @jim_tufts @CenturyLink I was just told 330am',just told,0.1,0.1,,0.01,,,
23-04-2020 00:56,b'@jim_tufts @equalloch @CenturyLink I finally got an answer back in a DM and was told Bondurant is flagged for a pos\xe2\x80\xa6 https://t.co/90r4vho0YC',finally answer back told Bondurant flagged https,0,0,,0,,,
23-04-2020 00:54,b'@Scyblocks First off I love Duke nukem \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0 grew up playing that shit. \nSecondly 135 ping is Not a deal but manageabl\xe2\x80\xa6 https://t.co/EKw4eW7uXz',First love Duke nukem grew playing that shit nSecondly ping deal manageabl https,-0.155555556,0.288888889,,-0.044938272,,,
23-04-2020 00:53,b'I\xe2\x80\x99m gonna venture a guess the one set up at the Connecticut convention center is the same am I right @GovNedLamont \n\nhttps://t.co/Qk4IYu1sAv',gonna venture guess Connecticut convention center same right nhttps,0,0,,0,,,
23-04-2020 00:53,b'Happy #EarthDay! Proud to work for @CenturyLink and support our sustainable efforts.  https://t.co/Mev4Al0zkC https://t.co/1G5pEQ4UXq',Happy EarthDay Proud work support sustainable efforts https https,0,0,,0,,,
23-04-2020 00:51,b'RT @GreenMike16: @AnonCnews @CTropal @Redf0c51 @VeeDubs777 @Patriot7231 @bywayof816 @CarolGarofolo @pplunkett9 @darla22686198 @Starrs_Misse\xe2\x80\xa6',,0.05,0.533333333,,0.026666667,,,
23-04-2020 00:46,"b""What's the capacity of CenturyLink Field if seats were removed to allow for 6 feet between? Not proposing this happ\xe2\x80\xa6 https://t.co/gw97oxqq4Z""",What capacity CenturyLink Field seats were removed allow feet between proposing this happ https oxqq,-0.166666667,0.066666667,,-0.011111111,,,
23-04-2020 00:45,b'Exploring the data infrastructures that are required to leverage new technologies can give your business the compet\xe2\x80\xa6 https://t.co/oFLYod5p2G',Exploring data infrastructures that required leverage technologies give your business compet https oFLYod,0,0,,0,,,
23-04-2020 00:41,"b""@equalloch @CenturyLink Just west of Bondurant, IA - internet's been out since mid-afternoon!""",Just west Bondurant internet been since afternoon,-0.22,0.46,,-0.1012,,,
23-04-2020 00:40,b'@CenturyLink how could I increase my upload speed? Are you planning on increasing speed in Port Charlotte FL? I can\xe2\x80\xa6 https://t.co/sOJKbycj17',could increase upload speed planning increasing speed Port Charlotte https sOJKbycj,0.261904762,0.345238095,,0.090419501,,,
23-04-2020 00:39,b'@CenturyLink you\xe2\x80\x99re first modem was crap. Gave me another that is bad. Tell me you are past warranty. #crappymodems #switching',first modem crap Gave another that Tell past warranty crappymodems switching,0.1,0.4,,0.04,,,
23-04-2020 00:35,"b'@CenturyLink I took a look, an I see that you received that modem free of charge as an order on the 5th of April in\xe2\x80\xa6 https://t.co/iTMmQHwf2Y'",took look that received that modem free charge order April https iTMmQHwf,0.25,0.333333333,,0.083333333,,,
23-04-2020 00:30,b'Exploring the data infrastructures that are required to leverage new technologies can give your business the compet\xe2\x80\xa6 https://t.co/grdIdHfFXb',Exploring data infrastructures that required leverage technologies give your business compet https grdIdHfFXb,-0.25,0.25,,-0.0625,,,
23-04-2020 00:29,"b'Don\'t be shy. Score a job like ""Account Manager II - Outbound Sales"" at CenturyLink by asking for referrals. It\'s a\xe2\x80\xa6 https://t.co/4NNYRPha6Z'",Score like Account Manager Outbound Sales CenturyLink asking referrals https NNYRPha,0.5,0.5,,0.25,,,
23-04-2020 00:25,"b'@LinoWolfeh I have CenturyLink here, but it provides my dad with like 8 down and 0.75 up for 90$ a month lmfao'",have CenturyLink here provides with like down month lmfao,0.295238095,0.645238095,,0.190498866,,,
23-04-2020 00:15,b'Home - Net Next https://t.co/IaxNyA4lHL',Home Next https IaxNyA,0.125,0.166666667,,0.020833333,,,
23-04-2020 00:10,b'Really cool of @CenturyLink to completely fuck shit up and then tell me there\xe2\x80\x99s nothing else to they can do for another 3 weeks.',Really cool completely fuck shit then tell there nothing else they another weeks,0.125,0.166666667,,0.020833333,,,
23-04-2020 00:06,"b'Our partnership with @CenturyLink delivers best-of-breed CDN, next-gen WAF and DDoS Protection! \n\nLearn more here:\xe2\x80\xa6 https://t.co/ZJx1mppsNJ'",partnership with delivers best breed next DDoS Protection nLearn more here https mppsNJ,0,0,,0,,,
23-04-2020 00:03,b'@ejm_78 @PollockJaxon @komonews And neither the Everett temporary hospital at Everett event Center the one at Centu\xe2\x80\xa6 https://t.co/pUcOXYBs5H',neither Everett temporary hospital Everett event Center Centu https pUcOXYBs,0.5,0.9,,0.45,,,
22-04-2020 23:52,"b'RT @CenturyLink: Ed Morche, CenturyLink president of strategic enterprise and gov. markets, explains to @FierceTelecom how the company help\xe2\x80\xa6'",Morche CenturyLink president strategic enterprise markets explains company help,0.3,0.5,,0.15,,,
22-04-2020 23:48,"b'Don\'t be shy. Score a job like ""Sr Accountant"" at CenturyLink by asking for referrals. It\'s a great way to get a me\xe2\x80\xa6 https://t.co/C68SkdvaXD'",Score like Accountant CenturyLink asking referrals great https SkdvaXD,-0.05,0.083333333,,-0.004166667,,,
22-04-2020 23:40,"b'RT @CenturyLink: Ed Morche, CenturyLink president of strategic enterprise and gov. markets, explains to @FierceTelecom how the company help\xe2\x80\xa6'",Morche CenturyLink president strategic enterprise markets explains company help,0,0,,0,,,
22-04-2020 23:39,"b'RT @CenturyLink: Ed Morche, CenturyLink president of strategic enterprise and gov. markets, explains to @FierceTelecom how the company help\xe2\x80\xa6'",Morche CenturyLink president strategic enterprise markets explains company help,-0.181818182,0.75,,-0.136363636,,,
22-04-2020 23:33,b'@CenturyLink no Gunz allowed https://t.co/1DziEXTZP0',Gunz allowed https DziEXTZP,-0.8,0.9,,-0.72,,,
22-04-2020 23:33,"b""@CenturyLink it's all in the a modem it's a 600g Wi-Fi computer chip super to install an everything even the cell p\xe2\x80\xa6 https://t.co/Zh0zIZ1o8e""",modem computer chip super install everything even cell https,0.5,0.9,,0.45,,,
22-04-2020 23:32,b'@CenturyLink so CenturyLink we have no 5G we have a 600 sheet in your modem avenue one of super Wi-Fi all we need i\xe2\x80\xa6 https://t.co/C2ZhnMrsTF',CenturyLink have have sheet your modem avenue super need https ZhnMrsTF,0.2,0.65,,0.13,,,
22-04-2020 23:31,b'@maddow we need this we just need one piece of everything I just want to run off of one system you can put on tv an\xe2\x80\xa6 https://t.co/gIxHdkoNAL',need this just need piece everything just want system https gIxHdkoNAL,1,1,,1,,,
22-04-2020 23:20,"b'RT @david_wilcock: @voelker_frank I am obviously NOT saying this is a nationwide outage. However, if you click on the link I gave and read\xe2\x80\xa6'",obviously saying this nationwide outage However click link gave read,0.4,0.4,,0.16,,,
22-04-2020 23:18,b'@equalloch @iguessimliberal @CenturyLink @CenturyLinkHelp Uber frustrating!',Help Uber frustrating,0.25,0.4,,0.1,,,
22-04-2020 23:15,b'@SASShonka @iguessimliberal @CenturyLink @CenturyLinkHelp Asked for account number and no one has replied',Help Asked account number replied,0.1625,0.55,,0.089375,,,
22-04-2020 23:14,b'@SASShonka @iguessimliberal @CenturyLink @CenturyLinkHelp Not a word',Help word,0,0,,0,,,
22-04-2020 23:10,b'@iguessimliberal @equalloch @CenturyLink @CenturyLinkHelp Has anyone in Bondu received an update? I received one re\xe2\x80\xa6 https://t.co/prkny7lGxV',Help anyone Bondu received update received https prkny lGxV,0,0,,0,,,
22-04-2020 23:10,"b'RT @CenturyLink: Ed Morche, CenturyLink president of strategic enterprise and gov. markets, explains to @FierceTelecom how the company help\xe2\x80\xa6'",Morche CenturyLink president strategic enterprise markets explains company help,0,0,,0,,,
22-04-2020 23:07,b'This #IT job might be a great fit for you. Click the link in our bio to see it and more. Head of Product Security a\xe2\x80\xa6 https://t.co/WynsndZqOk',This might great Click link more Head Product Security https WynsndZqOk,0.1,1,,0.1,,,
22-04-2020 23:06,"b'#RCTID Seeing the atmospheres of Centurylink Field and Providence Park on TV is something else, but seeing a game a\xe2\x80\xa6 https://t.co/tzL5IkNSX3'",RCTID Seeing atmospheres Centurylink Field Providence Park something else seeing game https IkNSX,0.65,0.625,,0.40625,,,
22-04-2020 23:03,b'@billkendrick @CenturyLink Awesome change window selected.',Awesome change window selected,-0.5,0.5,,-0.25,,,
22-04-2020 23:02,b'@PrestonSprinkle @CenturyLink @Unlimitedville may be worth checking out. Used them in rural OH until a neighbor started his own WISP',worth checking Used them rural until neighbor started WISP,0,0.6,,0,,,
22-04-2020 22:56,"b""We're hiring! Read about our latest job opening here: Account Manager Senior - Inside Sales - https://t.co/iWdf8Xmd5u #Sales #StPaul, MN""",hiring Read about latest opening here Account Manager Senior Inside Sales https iWdf Sales StPaul,0,0,,0,,,
22-04-2020 22:53,b'Happy #EarthDay! Proud to work for @CenturyLink and support our sustainable efforts.  https://t.co/M9vJEiO4QY https://t.co/l77uD9vlpt',Happy EarthDay Proud work support sustainable efforts https vJEiO https vlpt,0,0.125,,0,,,
22-04-2020 22:53,b'@CenturyLinkHelp @jasonh123456 Too bad the people actually making the decisions for centurylink aren\xe2\x80\x99t as responsiv\xe2\x80\xa6 https://t.co/Rjw2szB83s',people actually making decisions centurylink aren responsiv https,0,0.75,,0,,,
22-04-2020 22:51,b'@elonmusk I need this working from home my top speed is 3mbps down and less than 1 up. Centurylink sucks and has a monopoly here.',need this working from home speed mbps down less than Centurylink sucks monopoly here,-0.8,0.8,,-0.64,,,
22-04-2020 22:48,b'Happy #EarthDay! Proud to work for @CenturyLink and support our sustainable efforts.  https://t.co/HgR8k1NOph https://t.co/NZRh0nPYFK',Happy EarthDay Proud work support sustainable efforts https NOph https NZRh nPYFK,0,0,,0,,,
22-04-2020 22:40,b'@SpaceX Sign me up. Ready to sell my soul to get away from the CenturyLink ADSL monopoly.',Sign Ready sell soul away from CenturyLink ADSL monopoly,-0.305555556,0.680555556,,-0.207947531,,,
22-04-2020 22:37,"b""@TaylorTwellman He's got a statue just a stone's throw from @CenturyLink_Fld next time @espn sends you out this way""",statue just stone throw from next time sends this,0,0,,0,,,
22-04-2020 22:36,b'@CenturyLink why does a ten second twitter search give me more information than THREE DAYS of talking to your \xe2\x80\x9ccust\xe2\x80\xa6 https://t.co/u9pyM5RwVJ',does second twitter search give more information than THREE DAYS talking your ccust https RwVJ,-0.8,0.8,,-0.64,,,
22-04-2020 22:30,b'The majority of #lawyers have used #cloudcomputing software tools for law-related tasks. Check out this blog post t\xe2\x80\xa6 https://t.co/TDM0lmlpQx',majority lawyers have used cloudcomputing software tools related tasks Check this blog post https lmlpQx,0.2,0.2,,0.04,,,
22-04-2020 22:24,"b""Want to work at CenturyLink? We're hiring in #LasVegas, NV! Click the link in our bio for details on this job and m\xe2\x80\xa6 https://t.co/iCX0tB42E5""",Want work CenturyLink hiring LasVegas Click link details this https,-0.8,0.8,,-0.64,,,
22-04-2020 22:24,"b'Don\'t submit then quit. Apply for jobs like ""SR LEAD CLOUD ENGINEER"" at CenturyLink, then look for people you might\xe2\x80\xa6 https://t.co/23ZL8ilRRv'",submit then quit Apply jobs like LEAD CLOUD ENGINEER CenturyLink then look people might https ilRRv,-0.3,0.3,,-0.09,,,
22-04-2020 22:15,b'50% of employees globally work outside of their main office headquarters for at least 2.5 days a week. Cloud-based\xe2\x80\xa6 https://t.co/Qj6r50wdBH',employees globally work outside their main office headquarters least days week Cloud based https wdBH,-0.8,0.8,,-0.64,,,
22-04-2020 22:12,"b'Want to work in #SHERIDAN, WY? View our latest opening: https://t.co/YGXdhYSOk6 #SkilledTrade'",Want work SHERIDAN View latest opening https YGXdhYSOk SkilledTrade,-0.5,1,,-0.5,,,
22-04-2020 22:11,b'Anyone in the Twin Cities know of an internet service with decent upload speeds that services Frogtown? Both Comcas\xe2\x80\xa6 https://t.co/G57We10Dg3',Anyone Twin Cities know internet service with decent upload speeds that services Frogtown Both Comcas https,0.5,1,,0.5,,,
22-04-2020 22:09,b'Happy #EarthDay! Proud to work for @CenturyLink and support our sustainable efforts.  https://t.co/N3zQIOzz0M https://t.co/Rks2zTwUrm',Happy EarthDay Proud work support sustainable efforts https zQIOzz https zTwUrm,0,0,,0,,,
22-04-2020 22:06,b'RT @Jspalter: Terrific conversation with @CenturyLink CTO Andrew Dugan about how today\xe2\x80\x99s innovative broadband infrastructure works and our\xe2\x80\xa6',Terrific conversation with Andrew Dugan about today innovative broadband infrastructure works,0.5,0.9,,0.45,,,
22-04-2020 22:06,b'@edhere @CenturyLink Because it goes against her metrics',Because goes against metrics,0,0,,0,,,
